sku	Name	UPC	Product Description	Bullet Points	Manufacturer	Brand Name	Price	Amazon Price	Currency	Inventory	size	color	parentsku	Parentage	Variation Theme	Relationship Type	Bulletpoints1	Bulletpoints2	Bulletpoints3	Bulletpoints4	Bulletpoints5	weight	Image URL1
JET10181-FLORAL	Lennox Backpack_Herschel Floral		Keep your life and your bag organized with the Lennox backpack featuring 3 separate zip open pockets of various sizes with the signature Herschel printed lining on the main compartment.		Herschel	Herschel	89.99	169.485875	CDN	99		Herschel Floral	JET10181-BLACKprnt	child	color	variation	"Signature striped fabric liner.Fully padded and fleece lined 15"" laptop and iPad sleeve pockets.Exposed 8pt plastic zippers.Full grain leather zipper pulls."					0	https://cdn.shopify.com/s/files/1/0918/3750/products/10181-00609-OS_01_1024x1024_9b68e21e-b8bd-41c7-843c-8f0c684d2875.jpg?v=1444149730@https://cdn.shopify.com/s/files/1/0918/3750/products/10181-00155-OS_01_1024x1024_55a03623-963c-4372-908d-088936d8006e.jpg?v=1444149730@https://cdn.shopify.com/s/files/1/0918/3750/products/10181-00609-OS_02_1024x1024_24cfe3ec-e12a-41bf-ae36-8b5131a34a5e.jpg?v=1444149730@https://cdn.shopify.com/s/files/1/0918/3750/products/10181-00609-OS_03_1024x1024_7c70eba7-c088-4852-9b7c-4bdab4917739.jpg?v=1444149730@https://cdn.shopify.com/s/files/1/0918/3750/products/10181-00609-OS_04_1024x1024_8e49936a-6093-46fc-b0a8-9c714e499116.jpg?v=1444149730@https://cdn.shopify.com/s/files/1/0918/3750/products/10181-00007-OS_01_1024x1024_7784b4d1-9997-4750-978d-619c754a0482.jpg?v=1444149730@https://cdn.shopify.com/s/files/1/0918/3750/products/10181-00155-OS_04_1024x1024_370ff459-98cf-4868-b652-67c619f83ead.jpg?v=1444149730
JET10181-NAVY	Lennox Backpack_Herschel Navy		Keep your life and your bag organized with the Lennox backpack featuring 3 separate zip open pockets of various sizes with the signature Herschel printed lining on the main compartment.		Herschel	Herschel	89.99	169.485875	CDN	99		Herschel Navy	JET10181-BLACKprnt	child	color	variation	"Signature striped fabric liner.Fully padded and fleece lined 15"" laptop and iPad sleeve pockets.Exposed 8pt plastic zippers.Full grain leather zipper pulls."					0	https://cdn.shopify.com/s/files/1/0918/3750/products/10181-00007-OS_01_1024x1024_7784b4d1-9997-4750-978d-619c754a0482.jpg?v=1444149730@https://cdn.shopify.com/s/files/1/0918/3750/products/10181-00155-OS_01_1024x1024_55a03623-963c-4372-908d-088936d8006e.jpg?v=1444149730@https://cdn.shopify.com/s/files/1/0918/3750/products/10181-00609-OS_01_1024x1024_9b68e21e-b8bd-41c7-843c-8f0c684d2875.jpg?v=1444149730@https://cdn.shopify.com/s/files/1/0918/3750/products/10181-00609-OS_02_1024x1024_24cfe3ec-e12a-41bf-ae36-8b5131a34a5e.jpg?v=1444149730@https://cdn.shopify.com/s/files/1/0918/3750/products/10181-00609-OS_03_1024x1024_7c70eba7-c088-4852-9b7c-4bdab4917739.jpg?v=1444149730@https://cdn.shopify.com/s/files/1/0918/3750/products/10181-00609-OS_04_1024x1024_8e49936a-6093-46fc-b0a8-9c714e499116.jpg?v=1444149730@https://cdn.shopify.com/s/files/1/0918/3750/products/10181-00155-OS_04_1024x1024_370ff459-98cf-4868-b652-67c619f83ead.jpg?v=1444149730
JET10014-GREYprnt	Little America Hemp Backpack				Herschel	Herschel								parent	color								
JET10014-GREY	Little America Hemp Backpack_Herschel Grey		Constructed with Hemp fabric  the Little America is one of the strongest and most durable Herschel bags available. This full sized backpack can store your laptop or tablet  and has numerous pockets to keep your bag organized. Leather detailing separate this bag from the rest of the pack.		Herschel	Herschel	169.99	282.485875	CDN	98		Herschel Grey	JET10014-GREYprnt	child	color	variation	"Hemp fabric construction.Cotton chambray liner.Raw leather details.Silver pin detailing.Fully padded and fleece lined 13"" laptop sleeve pocket.Main compartment cinch top closure.Front pocket with hidden zipper and key clip.Internal media pocket.Ventilated air mesh back padding.Contoured shoulder straps."					0	https://cdn.shopify.com/s/files/1/0918/3750/products/10014-00715-OS_01_1024x1024_db95ed7e-c804-4a45-8dd7-e54f8f43d65f.jpg?v=1444231030@https://cdn.shopify.com/s/files/1/0918/3750/products/10014-00715-OS_03_1024x1024_61fdca48-aa44-4bab-928f-a88cdbc4bedf.jpg?v=1444231030@https://cdn.shopify.com/s/files/1/0918/3750/products/10014-00715-OS_02_1024x1024_b1318543-e21b-49a0-b4da-5c8392369019.jpg?v=1444231030@https://cdn.shopify.com/s/files/1/0918/3750/products/10014-00715-OS_04_1024x1024_4a480975-5131-4dbd-93aa-717d02dc7c83.jpg?v=1444231030
JET10026-00589	Novel Duffle Bag Fern Nylon		Herschel Supply's quintessential weekender  the Nylon Novel Duffle features a contemporary aesthetic paired with complementary details and our signature shoe pocket.		Herschel	Herschel	124.99	218.923375	CDN	99							Nylon Exterior Construction.Signature Shoe Compartment.Fully Lined With A Custom Coated Poly Fabric.Smoother Leather Details.5 Pt. Polished Silver Zipper.					0	https://cdn.shopify.com/s/files/1/0918/3750/products/10026-00589-3.jpeg?v=1446141881@https://cdn.shopify.com/s/files/1/0918/3750/products/10026-00589.jpg?v=1446141881@https://cdn.shopify.com/s/files/1/0918/3750/products/10026-00589-2.jpg?v=1446141881
JET10011-BLACKprnt	Pop Quiz Backpack				Herschel	Herschel								parent	color								
JET10011-BLACK	Pop Quiz Backpack_Black		Leavethe back to school blues at home with this quintessential backpack featuring multiple pockets  a laptop/tablet sleeve and the signature Herschel interior lining.		Herschel	Herschel	69.99	141.235875	CDN	0		Black	JET10011-BLACKprnt	child	color	variation	"Signature striped fabric liner.Fully padded fleece lined up to 15"" laptop sleeve pocket.Eco-friendly or self fabric reinforced bottom.Fleece lined sunglass/accessory pocket.Internal media pocket."					0	https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00535-OS_01_1024x1024_ddb68c5a-cd56-410d-9bb5-aab75130350c.jpg?v=1444158682@https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00018-OS_01_1024x1024_e6df17ff-ff31-46ef-8a37-61bf1f7e334f.jpg?v=1444158682@https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00574-OS_01_1024x1024_d8d09885-58a2-4550-be10-68ba4c57c4b7.jpg?v=1444158682@https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00006-OS_01_1024x1024_391f2ccc-8096-4cc5-8db3-e0579ffb13f9.jpg?v=1444158682@https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00006-OS_03_1024x1024_2343e5d2-2867-4f5f-96cb-98d3b038cd3d.jpg?v=1444158682@https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00006-OS_04_1024x1024_4b6047d2-af35-47bd-9ebd-89f9f04b7674.jpg?v=1444158682@https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00006-OS_02_1024x1024_2e1db62b-e470-4a8f-a135-1f7821dc918c.jpg?v=1444158682
JET10011-CHAMBRAY	Pop Quiz Backpack_Herschel Chambray		Leavethe back to school blues at home with this quintessential backpack featuring multiple pockets  a laptop/tablet sleeve and the signature Herschel interior lining.		Herschel	Herschel	69.99	141.235875	CDN	0		Herschel Chambray	JET10011-BLACKprnt	child	color	variation	"Signature striped fabric liner.Fully padded fleece lined up to 15"" laptop sleeve pocket.Eco-friendly or self fabric reinforced bottom.Fleece lined sunglass/accessory pocket.Internal media pocket."					0	https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00574-OS_01_1024x1024_d8d09885-58a2-4550-be10-68ba4c57c4b7.jpg?v=1444158682@https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00018-OS_01_1024x1024_e6df17ff-ff31-46ef-8a37-61bf1f7e334f.jpg?v=1444158682@https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00535-OS_01_1024x1024_ddb68c5a-cd56-410d-9bb5-aab75130350c.jpg?v=1444158682@https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00006-OS_01_1024x1024_391f2ccc-8096-4cc5-8db3-e0579ffb13f9.jpg?v=1444158682@https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00006-OS_03_1024x1024_2343e5d2-2867-4f5f-96cb-98d3b038cd3d.jpg?v=1444158682@https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00006-OS_04_1024x1024_4b6047d2-af35-47bd-9ebd-89f9f04b7674.jpg?v=1444158682@https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00006-OS_02_1024x1024_2e1db62b-e470-4a8f-a135-1f7821dc918c.jpg?v=1444158682
JET10011-GREY	Pop Quiz Backpack_Herschel Grey		Leavethe back to school blues at home with this quintessential backpack featuring multiple pockets  a laptop/tablet sleeve and the signature Herschel interior lining.		Herschel	Herschel	69.99	141.235875	CDN	99		Herschel Grey	JET10011-BLACKprnt	child	color	variation	"Signature striped fabric liner.Fully padded fleece lined up to 15"" laptop sleeve pocket.Eco-friendly or self fabric reinforced bottom.Fleece lined sunglass/accessory pocket.Internal media pocket."					0	https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00006-OS_01_1024x1024_391f2ccc-8096-4cc5-8db3-e0579ffb13f9.jpg?v=1444158682@https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00018-OS_01_1024x1024_e6df17ff-ff31-46ef-8a37-61bf1f7e334f.jpg?v=1444158682@https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00574-OS_01_1024x1024_d8d09885-58a2-4550-be10-68ba4c57c4b7.jpg?v=1444158682@https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00535-OS_01_1024x1024_ddb68c5a-cd56-410d-9bb5-aab75130350c.jpg?v=1444158682@https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00006-OS_03_1024x1024_2343e5d2-2867-4f5f-96cb-98d3b038cd3d.jpg?v=1444158682@https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00006-OS_04_1024x1024_4b6047d2-af35-47bd-9ebd-89f9f04b7674.jpg?v=1444158682@https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00006-OS_02_1024x1024_2e1db62b-e470-4a8f-a135-1f7821dc918c.jpg?v=1444158682
JET10011-NAVY	Pop Quiz Backpack_Herschel Navy		Leavethe back to school blues at home with this quintessential backpack featuring multiple pockets  a laptop/tablet sleeve and the signature Herschel interior lining.		Herschel	Herschel	69.99	141.235875	CDN	99		Herschel Navy	JET10011-BLACKprnt	child	color	variation	"Signature striped fabric liner.Fully padded fleece lined up to 15"" laptop sleeve pocket.Eco-friendly or self fabric reinforced bottom.Fleece lined sunglass/accessory pocket.Internal media pocket."					0	https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00018-OS_01_1024x1024_e6df17ff-ff31-46ef-8a37-61bf1f7e334f.jpg?v=1444158682@https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00574-OS_01_1024x1024_d8d09885-58a2-4550-be10-68ba4c57c4b7.jpg?v=1444158682@https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00535-OS_01_1024x1024_ddb68c5a-cd56-410d-9bb5-aab75130350c.jpg?v=1444158682@https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00006-OS_01_1024x1024_391f2ccc-8096-4cc5-8db3-e0579ffb13f9.jpg?v=1444158682@https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00006-OS_03_1024x1024_2343e5d2-2867-4f5f-96cb-98d3b038cd3d.jpg?v=1444158682@https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00006-OS_04_1024x1024_4b6047d2-af35-47bd-9ebd-89f9f04b7674.jpg?v=1444158682@https://cdn.shopify.com/s/files/1/0918/3750/products/10011-00006-OS_02_1024x1024_2e1db62b-e470-4a8f-a135-1f7821dc918c.jpg?v=1444158682
JET10005-00007prnt	Settlement Backpack				Herschel	Herschel								parent	color								
JET10005-00007	Settlement Backpack_Herschel Navy		The Settlement backpack is a practical design that pairs vintage style with modern construction.		Herschel	Herschel	59.99	127.110875	CDN	999		Herschel Navy	JET10005-00007prnt	child	color	variation	"Signature Striped Fabric Liner.15"" Laptop Sleeve Pocket.Exposed Metal Zipper.Full Grain Leather Zipper Pulls.Single Front Pocket With Key Clip.Internal Media Pocket With Headphone Port."					0	https://cdn.shopify.com/s/files/1/0918/3750/products/10005-00007-3.jpeg?v=1446141245@https://cdn.shopify.com/s/files/1/0918/3750/products/10005-00007-2.jpeg?v=1446141245@https://cdn.shopify.com/s/files/1/0918/3750/products/10005-00007-4.jpeg?v=1446141245@https://cdn.shopify.com/s/files/1/0918/3750/products/10005-00007.jpg?v=1446141245
JET10185-Blackprnt	Town Backpack | Mid-Volume				Herschel	Herschel								parent	color								
JET10185-Black	Town Backpack | Mid-Volume_Black		"The scaled down Town Mid Volume is a soft  contemporary silhouette that features a broad front pocket with an exposed zipper.  Signature Striped Fabric Liner  Up To 13"" Laptop Sleeve Pocket    Dimensions: 16 x 10 x 5 inches  Volume: ﻿13 Litres"		Herschel	Herschel	59.99	127.110875	CDN	99		Black	JET10185-Blackprnt	child	color	variation	"Signature Striped Fabric Liner.Up To 13"" Laptop Sleeve Pocket."					0	https://cdn.shopify.com/s/files/1/0918/3750/products/10183-00001.jpg?v=1446147959@https://cdn.shopify.com/s/files/1/0918/3750/products/10183-00012-6.jpg?v=1446147959@https://cdn.shopify.com/s/files/1/0918/3750/products/10183-00001-2.jpeg?v=1446147959@https://cdn.shopify.com/s/files/1/0918/3750/products/10183-00001-3.jpeg?v=1446147959@https://cdn.shopify.com/s/files/1/0918/3750/products/10183-00001-4.jpeg?v=1446147959@https://cdn.shopify.com/s/files/1/0918/3750/products/10183-00007-8.jpeg?v=1446147959@https://cdn.shopify.com/s/files/1/0918/3750/products/10183-00012-10.jpeg?v=1446147959@https://cdn.shopify.com/s/files/1/0918/3750/products/10183-00007.jpg?v=1446147985
JET10185-Khaki	Town Backpack | Mid-Volume_Khaki		"The scaled down Town Mid Volume is a soft  contemporary silhouette that features a broad front pocket with an exposed zipper.  Signature Striped Fabric Liner  Up To 13"" Laptop Sleeve Pocket    Dimensions: 16 x 10 x 5 inches  Volume: ﻿13 Litres"		Herschel	Herschel	59.99	127.110875	CDN	99		Khaki	JET10185-Blackprnt	child	color	variation	"Signature Striped Fabric Liner.Up To 13"" Laptop Sleeve Pocket."					0	https://cdn.shopify.com/s/files/1/0918/3750/products/10183-00012-6.jpg?v=1446147959@https://cdn.shopify.com/s/files/1/0918/3750/products/10183-00001.jpg?v=1446147959@https://cdn.shopify.com/s/files/1/0918/3750/products/10183-00001-2.jpeg?v=1446147959@https://cdn.shopify.com/s/files/1/0918/3750/products/10183-00001-3.jpeg?v=1446147959@https://cdn.shopify.com/s/files/1/0918/3750/products/10183-00001-4.jpeg?v=1446147959@https://cdn.shopify.com/s/files/1/0918/3750/products/10183-00007-8.jpeg?v=1446147959@https://cdn.shopify.com/s/files/1/0918/3750/products/10183-00012-10.jpeg?v=1446147959@https://cdn.shopify.com/s/files/1/0918/3750/products/10183-00007.jpg?v=1446147985
JET10185-Navy	Town Backpack | Mid-Volume_Herschel Navy		"The scaled down Town Mid Volume is a soft  contemporary silhouette that features a broad front pocket with an exposed zipper.  Signature Striped Fabric Liner  Up To 13"" Laptop Sleeve Pocket    Dimensions: 16 x 10 x 5 inches  Volume: ﻿13 Litres"		Herschel	Herschel	59.99	127.110875	CDN	99		Herschel Navy	JET10185-Blackprnt	child	color	variation	"Signature Striped Fabric Liner.Up To 13"" Laptop Sleeve Pocket."					0	https://cdn.shopify.com/s/files/1/0918/3750/products/10183-00007-8.jpeg?v=1446147959@https://cdn.shopify.com/s/files/1/0918/3750/products/10183-00001.jpg?v=1446147959@https://cdn.shopify.com/s/files/1/0918/3750/products/10183-00012-6.jpg?v=1446147959@https://cdn.shopify.com/s/files/1/0918/3750/products/10183-00001-2.jpeg?v=1446147959@https://cdn.shopify.com/s/files/1/0918/3750/products/10183-00001-3.jpeg?v=1446147959@https://cdn.shopify.com/s/files/1/0918/3750/products/10183-00001-4.jpeg?v=1446147959@https://cdn.shopify.com/s/files/1/0918/3750/products/10183-00012-10.jpeg?v=1446147959@https://cdn.shopify.com/s/files/1/0918/3750/products/10183-00007.jpg?v=1446147985
JET10153-BLACKprnt	Walt Wallet				Herschel	Herschel								parent	color								
JET10153-00018-Wine	Walt Wallet_Wine		Classically styled  the full zip Walt offers room for change  paper currency and cards.		Herschel	Herschel	39.99	98.860875	CDN	2		Wine	JET10153-BLACKprnt	child	color	variation	Signature Striped Fabric Liner.Multiple Card Slots And A Currency Sleeve.Exposed 5pt Brass Zipper.Full Grain Leather Zipper Pull.Engineered Red And White Striped Tab.					0	https://cdn.shopify.com/s/files/1/0918/3750/products/10153-00746-6.jpeg?v=1446146391@https://cdn.shopify.com/s/files/1/0918/3750/products/10153-00001-2.jpeg?v=1446146391@https://cdn.shopify.com/s/files/1/0918/3750/products/10153-00746-4.jpg?v=1446146391@https://cdn.shopify.com/s/files/1/0918/3750/products/10153-00001-3.jpeg?v=1446146391@https://cdn.shopify.com/s/files/1/0918/3750/products/10153-00001.jpg?v=1446146391@https://cdn.shopify.com/s/files/1/0918/3750/products/10153-00746-5.jpeg?v=1446146391@
JET10153-BLACK	Walt Wallet_Black		Classically styled  the full zip Walt offers room for change  paper currency and cards.		Herschel	Herschel	34.99	91.798375	CDN	99		Black	JET10153-BLACKprnt	child	color	variation	Signature Striped Fabric Liner.Multiple Card Slots And A Currency Sleeve.Exposed 5pt Brass Zipper.Full Grain Leather Zipper Pull.Engineered Red And White Striped Tab.					0	https://cdn.shopify.com/s/files/1/0918/3750/products/10153-00001-2.jpeg?v=1446146391@https://cdn.shopify.com/s/files/1/0918/3750/products/10153-00746-4.jpg?v=1446146391@https://cdn.shopify.com/s/files/1/0918/3750/products/10153-00001-3.jpeg?v=1446146391@https://cdn.shopify.com/s/files/1/0918/3750/products/10153-00001.jpg?v=1446146391@https://cdn.shopify.com/s/files/1/0918/3750/products/10153-00746-5.jpeg?v=1446146391@https://cdn.shopify.com/s/files/1/0918/3750/products/10153-00746-6.jpeg?v=1446146391
JETHG0181	GoToob - 3 Pack 1.25oz. Travel Tubes		"GoToob is the civilized  smart  squeezable tube for traveling  outdoors  and more.      Typical travel bottles are hard plastic canisters that pay no attention to the human experience at hand. GoToob is made from soft yet rugged silicone  so it's easy to squeeze  and it dispenses the product right away. A special  ""no-drip"" valve helps the cap stay clean. The collar is made of two rings that unsnap from one another. The outer ring has an ID window  and the inner ring lists content indicators. Simply snap the outer ring off and back on to display ""Soap "" ""Lotion "" and more. A blank setting lets the user write in their own content indicator.      A large opening means it's easy to fill and clean your GoToob  and the small 1.25 fl. oz. size slips easily into pockets  bags  purses  and other tight spots. All GoToobs are approved for airplane carry-on  they're food-safe (FDA)  and they're 100% BPA-free and PC-free. They are also covered by a lifetime warranty.      GoToobs are recommended for shampoos  conditioners  lotions  suntan oil  liquid soaps  condiments (ketchup  cooking oil  etc.)  hand-sanitizers  body wash  toothpaste  secret sauce  magic potions  and many other low and medium viscosity fluids. Be sure to check out the compatibility page for more information about care as well as lists of non-recommended fluids by category (food  beverage  hair care  styling  skin care  and other)."		Human Gear	Human Gear	26.5	79.80625	CDN	82							"Custom labeling for your unique needs.Food safe, BPA free.Carry-On Compliant.""No-Drip"" valve.Tube is dishwasher safe, hand wash capGreat for traveling and around the house/office."					0	https://cdn.shopify.com/s/files/1/0918/3750/products/human_small_e8929b60-3f42-4dca-84cd-fbb7432c4de9.jpeg?v=1440030930@https://cdn.shopify.com/s/files/1/0918/3750/products/hi_20humangear_2019150.jpeg?v=1440030930@https://cdn.shopify.com/s/files/1/0918/3750/products/hi_20humangear_2019038.jpeg?v=1440030930@https://cdn.shopify.com/s/files/1/0918/3750/products/hi_20humangear_2019189_2.jpeg?v=1440030930@https://cdn.shopify.com/s/files/1/0918/3750/products/hi_20humangear_2019160_2.jpeg?v=1440030930@https://cdn.shopify.com/s/files/1/0918/3750/products/hi_20humangear_2018925.jpeg?v=1440030930@https://cdn.shopify.com/s/files/1/0918/3750/products/hi_20humangear_2018923.jpeg?v=1440030930@https://cdn.shopify.com/s/files/1/0918/3750/products/hi_20humangear_2019148.jpeg?v=1440030931@https://cdn.shopify.com/s/files/1/0918/3750/products/hi_20humangear_2018927.jpeg?v=1440030931
