sku	Name	UPC	Product Description	Bullet Points	Manufacturer	Brand Name	Price	Amazon Price	Currency	Inventory	size	color	parentsku	Parentage	Variation Theme	Relationship Type	Bulletpoints1	Bulletpoints2	Bulletpoints3	Bulletpoints4	Bulletpoints5	weight	Image URL1
JET430	Z Zone Ear Plugs		These silicon adjustable earplugs come with different sized inserts to allow for a precise fit - perfect for drowning out unwanted noise. The revolutionary  ergonomic design moulds to the ear cavity to maximize comfort and noise reduction. They even come with a handy carry case!		Go Travel	Go Travel	17.99	67.785875	CDN	94							"Precision, custom fit earplugs.Kit contains: washable silicon ear plugs 4 customised inserts earplug holder applicator."					0	https://cdn.shopify.com/s/files/1/0918/3750/products/z_zone.jpeg?v=1440026736
JETGoGirl	GoGirl		It's a female urination device (sometimes called a FUD) that allows you to pee while standing up. Stand up to crowded  disgusting  distant or non-existent bathrooms. It's neat. It's discreet. It's hygienic.   GoGirl is easy to use. Just lower your panties  and put Go Girl against your body  forming a seal. Aim and  well  pee. Pretty simple  huh?  GoGirl fits easily in your purse  pocket  or glove compartment. It's a must for travel and sports. And it's great for everyday--no more crouching over or trying to cover up an unsanitary public toilet.   While the concept may be new to you  European women have used female urination devices for years.		GoGirl	GoGirl	16.99	66.373375	CDN	48												0	https://cdn.shopify.com/s/files/1/0918/3750/products/gogirl_1.jpeg?v=1440026940@https://cdn.shopify.com/s/files/1/0918/3750/products/gogirl_a.jpeg?v=1440026940
JETHIC350-Blackprnt	Asarum Waist Bag				Hedgren	Hedgren								parent	color								
JETHIC350-Black	Asarum Waist Bag_Black		Hip/Waist bag that can also be carried over the shoulder  ideal for holding travel documents.		Hedgren	Hedgren	56	121.475	CDN	99		Black	JETHIC350-Blackprnt	child	color	variation	Durable Water Repellent.Silicone logo.					790	https://cdn.shopify.com/s/files/1/0918/3750/products/hic350_sepia.jpeg?v=1440029487@https://cdn.shopify.com/s/files/1/0918/3750/products/hic350_black.jpeg?v=1440029487@https://cdn.shopify.com/s/files/1/0918/3750/products/hic350_interior.jpeg?v=1440029487
JETHIC350-Sepia	Asarum Waist Bag_Sepia		Hip/Waist bag that can also be carried over the shoulder  ideal for holding travel documents.		Hedgren	Hedgren	56	121.475	CDN	99		Sepia	JETHIC350-Blackprnt	child	color	variation	Durable Water Repellent.Silicone logo.					790	https://cdn.shopify.com/s/files/1/0918/3750/products/hic350_sepia.jpeg?v=1440029487@https://cdn.shopify.com/s/files/1/0918/3750/products/hic350_black.jpeg?v=1440029487@https://cdn.shopify.com/s/files/1/0918/3750/products/hic350_interior.jpeg?v=1440029487
JETHIC282-Blackprnt	Clinical Shoulder Bag				Hedgren	Hedgren								parent	color								
JETHIC282-Black	Clinical Shoulder Bag_Black		A4 size shoulder bag with enough compartments to hold all sorts of items		Hedgren	Hedgren	70.95	142.591875	CDN	99		Black	JETHIC282-Blackprnt	child	color	variation	Can be worn crossover.Adjustable shoulder straps.Cell phone pocket.Durable Water Repellent.Metal logo.					1030	https://cdn.shopify.com/s/files/1/0918/3750/products/hic282_black.jpeg?v=1440029480@https://cdn.shopify.com/s/files/1/0918/3750/products/hic282_red_front.jpeg?v=1440029480@https://cdn.shopify.com/s/files/1/0918/3750/products/hic282_nomad.jpeg?v=1440029480@https://cdn.shopify.com/s/files/1/0918/3750/products/hic282_red_profile.jpeg?v=1440029480@https://cdn.shopify.com/s/files/1/0918/3750/products/hic282_interior.jpeg?v=1440029480@https://cdn.shopify.com/s/files/1/0918/3750/products/hic282_sepia_profile.jpeg?v=1440029480
JETHIC282-Nomad	Clinical Shoulder Bag_Nomad		A4 size shoulder bag with enough compartments to hold all sorts of items		Hedgren	Hedgren	70.95	142.591875	CDN	0		Nomad	JETHIC282-Blackprnt	child	color	variation	Can be worn crossover.Adjustable shoulder straps.Cell phone pocket.Durable Water Repellent.Metal logo.					1030	https://cdn.shopify.com/s/files/1/0918/3750/products/hic282_black.jpeg?v=1440029480@https://cdn.shopify.com/s/files/1/0918/3750/products/hic282_red_front.jpeg?v=1440029480@https://cdn.shopify.com/s/files/1/0918/3750/products/hic282_nomad.jpeg?v=1440029480@https://cdn.shopify.com/s/files/1/0918/3750/products/hic282_red_profile.jpeg?v=1440029480@https://cdn.shopify.com/s/files/1/0918/3750/products/hic282_interior.jpeg?v=1440029480@https://cdn.shopify.com/s/files/1/0918/3750/products/hic282_sepia_profile.jpeg?v=1440029480
JETHIC282-Red	Clinical Shoulder Bag_Red		A4 size shoulder bag with enough compartments to hold all sorts of items		Hedgren	Hedgren	70.95	142.591875	CDN	0		Red	JETHIC282-Blackprnt	child	color	variation	Can be worn crossover.Adjustable shoulder straps.Cell phone pocket.Durable Water Repellent.Metal logo.					1030	https://cdn.shopify.com/s/files/1/0918/3750/products/hic282_black.jpeg?v=1440029480@https://cdn.shopify.com/s/files/1/0918/3750/products/hic282_red_front.jpeg?v=1440029480@https://cdn.shopify.com/s/files/1/0918/3750/products/hic282_nomad.jpeg?v=1440029480@https://cdn.shopify.com/s/files/1/0918/3750/products/hic282_red_profile.jpeg?v=1440029480@https://cdn.shopify.com/s/files/1/0918/3750/products/hic282_interior.jpeg?v=1440029480@https://cdn.shopify.com/s/files/1/0918/3750/products/hic282_sepia_profile.jpeg?v=1440029480
JETHIC282-Sepia	Clinical Shoulder Bag_Sepia		A4 size shoulder bag with enough compartments to hold all sorts of items		Hedgren	Hedgren	70.95	142.591875	CDN	99		Sepia	JETHIC282-Blackprnt	child	color	variation	Can be worn crossover.Adjustable shoulder straps.Cell phone pocket.Durable Water Repellent.Metal logo.					1030	https://cdn.shopify.com/s/files/1/0918/3750/products/hic282_sepia_profile.jpeg?v=1440029480@https://cdn.shopify.com/s/files/1/0918/3750/products/hic282_black.jpeg?v=1440029480@https://cdn.shopify.com/s/files/1/0918/3750/products/hic282_red_front.jpeg?v=1440029480@https://cdn.shopify.com/s/files/1/0918/3750/products/hic282_nomad.jpeg?v=1440029480@https://cdn.shopify.com/s/files/1/0918/3750/products/hic282_red_profile.jpeg?v=1440029480@https://cdn.shopify.com/s/files/1/0918/3750/products/hic282_interior.jpeg?v=1440029480@
JETHIC123-Blackprnt	Fanzine Shoulder Bag				Hedgren	Hedgren								parent	color								
JETHIC123-Black	Fanzine Shoulder Bag_Black		A4 size shoulder bag with enough compartments to hold all sorts of things.		Hedgren	Hedgren	62.99	131.348375	CDN	99		Black	JETHIC123-Blackprnt	child	color	variation	Can be worn crossover.Adjustable shoulder straps.Durable Water Repellent.Metal logo.					810	https://cdn.shopify.com/s/files/1/0918/3750/products/hic123_black.jpeg?v=1440029460@https://cdn.shopify.com/s/files/1/0918/3750/products/hic123_interior.jpeg?v=1440029460@https://cdn.shopify.com/s/files/1/0918/3750/products/hic123_sepia.jpeg?v=1440029460
JETHIC123-Sepia	Fanzine Shoulder Bag_Sepia		A4 size shoulder bag with enough compartments to hold all sorts of things.		Hedgren	Hedgren	62.99	131.348375	CDN	98		Sepia	JETHIC123-Blackprnt	child	color	variation	Can be worn crossover.Adjustable shoulder straps.Durable Water Repellent.Metal logo.					810	https://cdn.shopify.com/s/files/1/0918/3750/products/hic123_black.jpeg?v=1440029460@https://cdn.shopify.com/s/files/1/0918/3750/products/hic123_interior.jpeg?v=1440029460@https://cdn.shopify.com/s/files/1/0918/3750/products/hic123_sepia.jpeg?v=1440029460
JETHIC147-Blackprnt	Fate Shoulder Bag				Hedgren	Hedgren								parent	color								
JETHIC147-Black	Fate Shoulder Bag_Black		Over the shoulder bag. Great for left handers		Hedgren	Hedgren	56.99	122.873375	CDN	99		Black	JETHIC147-Blackprnt	child	color	variation	Can be worn crossover.Adjustable shoulder straps.Cell phone pocket.Durable Water Repellent.Metal logo.					920	https://cdn.shopify.com/s/files/1/0918/3750/products/hic147_black.jpeg?v=1440029468@https://cdn.shopify.com/s/files/1/0918/3750/products/hic147_red_profile.jpeg?v=1440029468@https://cdn.shopify.com/s/files/1/0918/3750/products/hic147_nomad.jpeg?v=1440029468@https://cdn.shopify.com/s/files/1/0918/3750/products/hic147_sepia.jpeg?v=1440029468@https://cdn.shopify.com/s/files/1/0918/3750/products/hic147_red_front.jpeg?v=1440029468@https://cdn.shopify.com/s/files/1/0918/3750/products/hic147_interior.jpeg?v=1440029468
JETHIC147-nomad	Fate Shoulder Bag_Nomad		Over the shoulder bag. Great for left handers		Hedgren	Hedgren	56.99	122.873375	CDN	0		Nomad	JETHIC147-Blackprnt	child	color	variation	Can be worn crossover.Adjustable shoulder straps.Cell phone pocket.Durable Water Repellent.Metal logo.					920	https://cdn.shopify.com/s/files/1/0918/3750/products/hic147_black.jpeg?v=1440029468@https://cdn.shopify.com/s/files/1/0918/3750/products/hic147_red_profile.jpeg?v=1440029468@https://cdn.shopify.com/s/files/1/0918/3750/products/hic147_nomad.jpeg?v=1440029468@https://cdn.shopify.com/s/files/1/0918/3750/products/hic147_sepia.jpeg?v=1440029468@https://cdn.shopify.com/s/files/1/0918/3750/products/hic147_red_front.jpeg?v=1440029468@https://cdn.shopify.com/s/files/1/0918/3750/products/hic147_interior.jpeg?v=1440029468
JETHIC147-red	Fate Shoulder Bag_Red		Over the shoulder bag. Great for left handers		Hedgren	Hedgren	56.99	122.873375	CDN	0		Red	JETHIC147-Blackprnt	child	color	variation	Can be worn crossover.Adjustable shoulder straps.Cell phone pocket.Durable Water Repellent.Metal logo.					920	https://cdn.shopify.com/s/files/1/0918/3750/products/hic147_black.jpeg?v=1440029468@https://cdn.shopify.com/s/files/1/0918/3750/products/hic147_red_profile.jpeg?v=1440029468@https://cdn.shopify.com/s/files/1/0918/3750/products/hic147_nomad.jpeg?v=1440029468@https://cdn.shopify.com/s/files/1/0918/3750/products/hic147_sepia.jpeg?v=1440029468@https://cdn.shopify.com/s/files/1/0918/3750/products/hic147_red_front.jpeg?v=1440029468@https://cdn.shopify.com/s/files/1/0918/3750/products/hic147_interior.jpeg?v=1440029468
JETHIC147-sepia	Fate Shoulder Bag_Sepia		Over the shoulder bag. Great for left handers		Hedgren	Hedgren	56.99	122.873375	CDN	99		Sepia	JETHIC147-Blackprnt	child	color	variation	Can be worn crossover.Adjustable shoulder straps.Cell phone pocket.Durable Water Repellent.Metal logo.					920	https://cdn.shopify.com/s/files/1/0918/3750/products/hic147_sepia.jpeg?v=1440029468@https://cdn.shopify.com/s/files/1/0918/3750/products/hic147_black.jpeg?v=1440029468@https://cdn.shopify.com/s/files/1/0918/3750/products/hic147_red_profile.jpeg?v=1440029468@https://cdn.shopify.com/s/files/1/0918/3750/products/hic147_nomad.jpeg?v=1440029468@https://cdn.shopify.com/s/files/1/0918/3750/products/hic147_red_front.jpeg?v=1440029468@https://cdn.shopify.com/s/files/1/0918/3750/products/hic147_interior.jpeg?v=1440029468
JETHIC11-Blackprnt	Vogue Backpack				Hedgren	Hedgren								parent	color								
JETHIC11-Black	Vogue Backpack_Black		The ideal city backpack for a day out shopping. Access to main compartment at the back for extra security.		Hedgren	Hedgren	73	145.4875	CDN	3		Black	JETHIC11-Blackprnt	child	color	variation	Adjustable shoulder straps.Top handle.Cell phone pocket.Safe L-shaped zippered compartment on the back.Durable Water Repellent.Metal logo.					617	https://cdn.shopify.com/s/files/1/0918/3750/products/hic11_blk_profile.jpeg?v=1440029426@https://cdn.shopify.com/s/files/1/0918/3750/products/hic11_back.jpeg?v=1440029426@https://cdn.shopify.com/s/files/1/0918/3750/products/hic11_interior.jpeg?v=1440029426
JETHIC11-Sepia	Vogue Backpack_Sepia		The ideal city backpack for a day out shopping. Access to main compartment at the back for extra security.		Hedgren	Hedgren	73	145.4875	CDN	99		Sepia	JETHIC11-Blackprnt	child	color	variation	Adjustable shoulder straps.Top handle.Cell phone pocket.Safe L-shaped zippered compartment on the back.Durable Water Repellent.Metal logo.					617	https://cdn.shopify.com/s/files/1/0918/3750/products/hic11_blk_profile.jpeg?v=1440029426@https://cdn.shopify.com/s/files/1/0918/3750/products/hic11_back.jpeg?v=1440029426@https://cdn.shopify.com/s/files/1/0918/3750/products/hic11_interior.jpeg?v=1440029426
JETBOTRDU	Bowen Travel Duffle		The Bowen travel duffle features a versatile split design with two mesh compartments  a single front zipper pocket and a buttoned rear sleeve.  Signature Striped Fabric Liner  Removable Padded Shoulder Strap  Single Front Zipper Pocket  Full Grain Leather Zipper Pulls  Mesh Compartments With Added Neoprene For Durability    Dimensions: 16 x 24 x 11 inches  Volume: Ôªø56 Litres		Herschel	Herschel	89.99	169.485875	CDN	99							Signature Striped Fabric Liner.Removable Padded Shoulder Strap.Single Front Zipper Pocket.Full Grain Leather Zipper Pulls.Mesh Compartments With Added Neoprene For Durability.					0	https://cdn.shopify.com/s/files/1/0918/3750/products/10169-00001-2.jpeg?v=1446146812@https://cdn.shopify.com/s/files/1/0918/3750/products/10169-00001-3.jpeg?v=1446146814@https://cdn.shopify.com/s/files/1/0918/3750/products/10169-00001-4.jpeg?v=1446146819@https://cdn.shopify.com/s/files/1/0918/3750/products/10169-00001.jpg?v=1446146824
JET10039-FUSCHIAprnt	Chapter Toiletry Kit				Herschel	Herschel								parent	color								
JET10039-CHAMBRAY	Chapter Toiletry Kit_Herschel Chambray		The perfect travel companion for your HerschelÆ bag  this travel kit can be used for your toiletries  or just for storing small odds and ends like power cords  camera accessories and snacks.		Herschel	Herschel	29.99	84.735875	CDN	99		Herschel Chambray	JET10039-FUSCHIAprnt	child	color	variation	Signature striped fabric liner.Full grain leather zipper pull.Internal mesh organizers.Waterproof zipper.Front zipper pocket.					0	https://cdn.shopify.com/s/files/1/0918/3750/products/10039-00874-OS_01_1024x1024_1896c7e1-64fc-48db-b342-a30cb0a84672.jpg?v=1444399068@https://cdn.shopify.com/s/files/1/0918/3750/products/10039-00873-OS_01_1024x1024_66457f29-07e9-4049-b5e3-e90567a91af8.jpg?v=1444399068@https://cdn.shopify.com/s/files/1/0918/3750/products/10039-00018-OS_01_1024x1024_492dfc8e-cccd-4583-9315-331a06fb4fe9.jpg?v=1444399068@https://cdn.shopify.com/s/files/1/0918/3750/products/10039-00018-OS_02_1024x1024_ac1ead95-3b92-4f82-8ced-3681c760e67b.jpg?v=1444399068@https://cdn.shopify.com/s/files/1/0918/3750/products/10039-00018-OS_03_1024x1024_92839910-744b-4dc2-8ce8-d2d8f5e7c635.jpg?v=1444399068@https://cdn.shopify.com/s/files/1/0918/3750/products/10039-00873-OS_02_1024x1024_e332814a-6267-4302-9b91-89d69cc6ddc3.jpg?v=1444399068@https://cdn.shopify.com/s/files/1/0918/3750/products/10039-00874-OS_02_1024x1024_41afcd74-0f71-4470-ba0e-d2722086f438.jpg?v=1444399068
JET10039-FUSCHIA	Chapter Toiletry Kit_Herschel Fuschia		The perfect travel companion for your HerschelÆ bag  this travel kit can be used for your toiletries  or just for storing small odds and ends like power cords  camera accessories and snacks.		Herschel	Herschel	29.99	84.735875	CDN	99		Herschel Fuschia	JET10039-FUSCHIAprnt	child	color	variation	Signature striped fabric liner.Full grain leather zipper pull.Internal mesh organizers.Waterproof zipper.Front zipper pocket.					0	https://cdn.shopify.com/s/files/1/0918/3750/products/10039-00873-OS_01_1024x1024_66457f29-07e9-4049-b5e3-e90567a91af8.jpg?v=1444399068@https://cdn.shopify.com/s/files/1/0918/3750/products/10039-00018-OS_01_1024x1024_492dfc8e-cccd-4583-9315-331a06fb4fe9.jpg?v=1444399068@https://cdn.shopify.com/s/files/1/0918/3750/products/10039-00018-OS_02_1024x1024_ac1ead95-3b92-4f82-8ced-3681c760e67b.jpg?v=1444399068@https://cdn.shopify.com/s/files/1/0918/3750/products/10039-00018-OS_03_1024x1024_92839910-744b-4dc2-8ce8-d2d8f5e7c635.jpg?v=1444399068@https://cdn.shopify.com/s/files/1/0918/3750/products/10039-00873-OS_02_1024x1024_e332814a-6267-4302-9b91-89d69cc6ddc3.jpg?v=1444399068@https://cdn.shopify.com/s/files/1/0918/3750/products/10039-00874-OS_01_1024x1024_1896c7e1-64fc-48db-b342-a30cb0a84672.jpg?v=1444399068@https://cdn.shopify.com/s/files/1/0918/3750/products/10039-00874-OS_02_1024x1024_41afcd74-0f71-4470-ba0e-d2722086f438.jpg?v=1444399068
JET10039-NAVY	Chapter Toiletry Kit_Herschel Navy		The perfect travel companion for your HerschelÆ bag  this travel kit can be used for your toiletries  or just for storing small odds and ends like power cords  camera accessories and snacks.		Herschel	Herschel	29.99	84.735875	CDN	98		Herschel Navy	JET10039-FUSCHIAprnt	child	color	variation	Signature striped fabric liner.Full grain leather zipper pull.Internal mesh organizers.Waterproof zipper.Front zipper pocket.					0	https://cdn.shopify.com/s/files/1/0918/3750/products/10039-00018-OS_01_1024x1024_492dfc8e-cccd-4583-9315-331a06fb4fe9.jpg?v=1444399068@https://cdn.shopify.com/s/files/1/0918/3750/products/10039-00873-OS_01_1024x1024_66457f29-07e9-4049-b5e3-e90567a91af8.jpg?v=1444399068@https://cdn.shopify.com/s/files/1/0918/3750/products/10039-00018-OS_02_1024x1024_ac1ead95-3b92-4f82-8ced-3681c760e67b.jpg?v=1444399068@https://cdn.shopify.com/s/files/1/0918/3750/products/10039-00018-OS_03_1024x1024_92839910-744b-4dc2-8ce8-d2d8f5e7c635.jpg?v=1444399068@https://cdn.shopify.com/s/files/1/0918/3750/products/10039-00873-OS_02_1024x1024_e332814a-6267-4302-9b91-89d69cc6ddc3.jpg?v=1444399068@https://cdn.shopify.com/s/files/1/0918/3750/products/10039-00874-OS_01_1024x1024_1896c7e1-64fc-48db-b342-a30cb0a84672.jpg?v=1444399068@https://cdn.shopify.com/s/files/1/0918/3750/products/10039-00874-OS_02_1024x1024_41afcd74-0f71-4470-ba0e-d2722086f438.jpg?v=1444399068
JET10135prnt	Classic Mid-Volume Backpack				Herschel	Herschel								parent	color								
JET10135	Classic Mid-Volume Backpack_Black		A timeless design that will last the test of time - this Classic Mid-Volume backpack is a great partner on your daily adventures.		Herschel	Herschel	39.99	98.860875	CDN	99		Black	JET10135prnt	child	color	variation	Signature Herschel lined interior.Exterior pocket for storing small items.					0	https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00001-OS_01_1024x1024_f16e2f5e-0602-488e-a6db-d3b8bd374899.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00006-OS_01_1024x1024_8b2b4efe-3463-401c-ac18-66363bb90994.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00007-OS_01_1024x1024_5c496387-b101-4c16-a86d-98e5f696b089.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00614-OS_01_1024x1024_2947a34c-7242-4409-b0ab-41aa70e0dbab.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00704-OS_03_1024x1024_5446d90b-2f45-4ed3-8640-86951f730ebf.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00006-OS_02_1024x1024_13160baf-7fcd-4da8-a288-2e2a4b11b3f7.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00006-OS_03_1024x1024_3955765b-d671-4bac-b5b2-0295ce87b512.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00006-OS_04_1024x1024_a2766bce-883a-49de-9033-234c9b04eb78.jpg?v=1444144334
JET10135-Herschel-Black-Polka	Classic Mid-Volume Backpack_Herschel Black Polka Dot		A timeless design that will last the test of time - this Classic Mid-Volume backpack is a great partner on your daily adventures.		Herschel	Herschel	39.99	98.860875	CDN	999		Herschel Black Polka Dot	JET10135prnt	child	color	variation	Signature Herschel lined interior.Exterior pocket for storing small items.					0	https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00614-OS_01_1024x1024_2947a34c-7242-4409-b0ab-41aa70e0dbab.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00001-OS_01_1024x1024_f16e2f5e-0602-488e-a6db-d3b8bd374899.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00006-OS_01_1024x1024_8b2b4efe-3463-401c-ac18-66363bb90994.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00007-OS_01_1024x1024_5c496387-b101-4c16-a86d-98e5f696b089.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00704-OS_03_1024x1024_5446d90b-2f45-4ed3-8640-86951f730ebf.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00006-OS_02_1024x1024_13160baf-7fcd-4da8-a288-2e2a4b11b3f7.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00006-OS_03_1024x1024_3955765b-d671-4bac-b5b2-0295ce87b512.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00006-OS_04_1024x1024_a2766bce-883a-49de-9033-234c9b04eb78.jpg?v=1444144334
JET10135-Herschel-Green	Classic Mid-Volume Backpack_Herschel Green		A timeless design that will last the test of time - this Classic Mid-Volume backpack is a great partner on your daily adventures.		Herschel	Herschel	39.99	98.860875	CDN	999		Herschel Green	JET10135prnt	child	color	variation	Signature Herschel lined interior.Exterior pocket for storing small items.					0	https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00704-OS_03_1024x1024_5446d90b-2f45-4ed3-8640-86951f730ebf.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00001-OS_01_1024x1024_f16e2f5e-0602-488e-a6db-d3b8bd374899.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00006-OS_01_1024x1024_8b2b4efe-3463-401c-ac18-66363bb90994.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00007-OS_01_1024x1024_5c496387-b101-4c16-a86d-98e5f696b089.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00614-OS_01_1024x1024_2947a34c-7242-4409-b0ab-41aa70e0dbab.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00006-OS_02_1024x1024_13160baf-7fcd-4da8-a288-2e2a4b11b3f7.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00006-OS_03_1024x1024_3955765b-d671-4bac-b5b2-0295ce87b512.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00006-OS_04_1024x1024_a2766bce-883a-49de-9033-234c9b04eb78.jpg?v=1444144334
JET10135-Herschel-Grey	Classic Mid-Volume Backpack_Herschel Grey		A timeless design that will last the test of time - this Classic Mid-Volume backpack is a great partner on your daily adventures.		Herschel	Herschel	39.99	98.860875	CDN	99		Herschel Grey	JET10135prnt	child	color	variation	Signature Herschel lined interior.Exterior pocket for storing small items.					0	https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00006-OS_01_1024x1024_8b2b4efe-3463-401c-ac18-66363bb90994.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00001-OS_01_1024x1024_f16e2f5e-0602-488e-a6db-d3b8bd374899.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00007-OS_01_1024x1024_5c496387-b101-4c16-a86d-98e5f696b089.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00614-OS_01_1024x1024_2947a34c-7242-4409-b0ab-41aa70e0dbab.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00704-OS_03_1024x1024_5446d90b-2f45-4ed3-8640-86951f730ebf.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00006-OS_02_1024x1024_13160baf-7fcd-4da8-a288-2e2a4b11b3f7.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00006-OS_03_1024x1024_3955765b-d671-4bac-b5b2-0295ce87b512.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00006-OS_04_1024x1024_a2766bce-883a-49de-9033-234c9b04eb78.jpg?v=1444144334
JET10135-Herschel-Navy	Classic Mid-Volume Backpack_Herschel Navy		A timeless design that will last the test of time - this Classic Mid-Volume backpack is a great partner on your daily adventures.		Herschel	Herschel	39.99	98.860875	CDN	999		Herschel Navy	JET10135prnt	child	color	variation	Signature Herschel lined interior.Exterior pocket for storing small items.					0	https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00007-OS_01_1024x1024_5c496387-b101-4c16-a86d-98e5f696b089.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00001-OS_01_1024x1024_f16e2f5e-0602-488e-a6db-d3b8bd374899.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00006-OS_01_1024x1024_8b2b4efe-3463-401c-ac18-66363bb90994.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00614-OS_01_1024x1024_2947a34c-7242-4409-b0ab-41aa70e0dbab.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00704-OS_03_1024x1024_5446d90b-2f45-4ed3-8640-86951f730ebf.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00006-OS_02_1024x1024_13160baf-7fcd-4da8-a288-2e2a4b11b3f7.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00006-OS_03_1024x1024_3955765b-d671-4bac-b5b2-0295ce87b512.jpg?v=1444144334@https://cdn.shopify.com/s/files/1/0918/3750/products/10135-00006-OS_04_1024x1024_a2766bce-883a-49de-9033-234c9b04eb78.jpg?v=1444144334
JET10181-BLACKprnt	Lennox Backpack				Herschel	Herschel								parent	color								
JET10181-BLACK	Lennox Backpack_Black		Keep your life and your bag organized with the Lennox backpack featuring 3 separate zip open pockets of various sizes with the signature Herschel printed lining on the main compartment.		Herschel	Herschel	89.99	169.485875	CDN	99		Black	JET10181-BLACKprnt	child	color	variation	"Signature striped fabric liner.Fully padded and fleece lined 15"" laptop and iPad sleeve pockets.Exposed 8pt plastic zippers.Full grain leather zipper pulls."					0	https://cdn.shopify.com/s/files/1/0918/3750/products/10181-00155-OS_01_1024x1024_55a03623-963c-4372-908d-088936d8006e.jpg?v=1444149730@https://cdn.shopify.com/s/files/1/0918/3750/products/10181-00609-OS_01_1024x1024_9b68e21e-b8bd-41c7-843c-8f0c684d2875.jpg?v=1444149730@https://cdn.shopify.com/s/files/1/0918/3750/products/10181-00609-OS_02_1024x1024_24cfe3ec-e12a-41bf-ae36-8b5131a34a5e.jpg?v=1444149730@https://cdn.shopify.com/s/files/1/0918/3750/products/10181-00609-OS_03_1024x1024_7c70eba7-c088-4852-9b7c-4bdab4917739.jpg?v=1444149730@https://cdn.shopify.com/s/files/1/0918/3750/products/10181-00609-OS_04_1024x1024_8e49936a-6093-46fc-b0a8-9c714e499116.jpg?v=1444149730@https://cdn.shopify.com/s/files/1/0918/3750/products/10181-00007-OS_01_1024x1024_7784b4d1-9997-4750-978d-619c754a0482.jpg?v=1444149730@https://cdn.shopify.com/s/files/1/0918/3750/products/10181-00155-OS_04_1024x1024_370ff459-98cf-4868-b652-67c619f83ead.jpg?v=1444149730
