SKU	Product Name	Product Description	Bullet Points	Manufacturer	Brand Name	Price	Currency	In Stock	Image URL	Image URL1	Image URL2	
CHCHORKGBS_953	Ole Ray's Kentucky Gold Bourbon Sauce	Ole Ray's Kentucky Gold Bourbon Sauce (16 FL.OZ. / 473 ml): Kentucky Gold Bourbon is a spicy, mustard based BBQ sauce that's great on sausages, pork, and ribs and makes a great dip for pretzels. Great on steaks, ribs, chops, chicken, and shrimp. For a great marinade or mopping sauce mix equal parts with apple cider vinegar. Ingredients: Mustard, Brown Sugar, Hot Chili Pepper Sauce, Worcestershire, Water, Apple Cider Vinegar, Bourbon, Lemon Juice, Liquid Smoke, Red Pepper, Black Pepper, Garlic Powder, and Onion Powder.  Manufactured by Ole Ray's Sauces  Awards: First Place Winner in Mustard Base Barbecue Category at the 2007 Fiery Food Challenge.		Ole Ray's Sauces	Ole Ray's Sauces	10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/86411e1436efe0c66b6c6a44bfb01602_large.jpeg?v=1428279777			
CHCHORKRBBS_954	Ole Ray's Kentucky Red Bourbon BBQ Sauce	Ole Ray's Kentucky Red Bourbon BBQ Sauce (16 FL.OZ. / 473 ml): Kentucky Red Bourbon is a mild, rich tomato based BBQ sauce with a hint of bourbon. Kids love it on burgers, fries, and chicken nuggets. Great for the entire family. Great on steaks, ribs, chops, chicken, and shrimp. For a great marinade or mopping sauce mix equal parts with apple cider vinegar. Ingredients: Tomatoes, Sugar, Apple Cider Vinegar, Yellow Mustard, Bourbon, Lemon Juice, Liquid Smoke, Corn Syrup, Molasses, Cayenne Pepper, Caramel, and Spices.  Manufactured by Ole Ray's Sauces		Ole Ray's Sauces	Ole Ray's Sauces	10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/fe193bc8a87c8383b34c8c51bcd95474_large.jpeg?v=1428279827			
CHCHORPBS_955	Ole Ray's Peach-A-Licious Barbecue Sauce	Ole Ray's Peach-A-Licious Barbecue Sauce (16 FL.OZ. / 473ml): A great cooking, glazing, or marinade sauce that will add a wonderful southern fruit flavor to all you BBQ recipes. Ingredients: Tomatoes, Peach Jelly, Lemon Juice, Apple Cider Vinegar, Corn Syrup, Molasses, Yellow Mustard, Brown Sugar, Liquid Smoke, Cayenne Pepper, Caramel, Black Pepper, Cinnamon, Garlic Powder, Onion Powder, and Spices. Manufactured by Ole Ray's Sauces		Ole Ray's Sauces	Ole Ray's Sauces	10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/08a8b5bce8a73c986a6d3da9535ae008_large.jpeg?v=1428279880			
CHCHORPBS_956	Ole Ray's Pork-A-Licious Barbecue Sauce	Ole Ray's Pork-A-Licious Barbecue Sauce (16 FL.OZ. / 473ml): A spicy blend of Old south flavors. Delicious on pork, beef brisket, chicken, etc. Excellent for basting or as a marinade. Ingredients: yellow mustard, tomato paste, brown sugar, Worcestershire Sauce, honey, corn syrup, apple cider vinegar, apple juice concentrate, natural hickory smoked flavor, lemon juice, cayenne pepper, cinnamon, garlic, onion power, spices. Manufactured by Ole Ray's Sauces		Ole Ray's Sauces	Ole Ray's Sauces	10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/08e6f352da849d940233cb9851100822_large.jpeg?v=1428279952			
CHCHORRDABBACS_957	Ole Ray's Red Delicious Apple Bourbon BBQ and Cooking Sauce	Ole Ray's Red Delicious Apple Bourbon BBQ and Cooking Sauce (12 FL.OZ. / 340 g): A brand new and already winning accolades across the country. Ray continues to amaze us with his skills at blending these great flavors. Great on steaks, ribs, chops, chicken, and shrimp. For a great marinade or mopping sauce mix equal parts with apple cider vinegar. Ingredients: Apple Jelly, Tomato Puree, Dark Brown Sugar, High Fructose Corn Syrup, Apple Cider Vinegar, Worcestershire, Yellow Mustard, Bourbon, Lemon Juice, Salt, Liquid Smoke, White Sugar, Hot Chili Pepper Sauce, Black Pepper, Garlic Powder, and Onion Powder.  Manufactured by Ole Ray's Sauces		Ole Ray's Sauces	Ole Ray's Sauces	10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/9ccfd8ce385273a1f4944121646541e0_large.jpeg?v=1428280003			
CHCHORRDR_958	Ole Ray's Rubb-It Dry Rub	  Ole Ray's Rubb-It Dry Rub (2.2 OZ. / 58 g): According to Ray, you can use it on almost anything. An excellent dry rub and marinade. All natural ingredients enhance all your favorite dishes. Try it on everything. Ingredients: Salt, Chili Peppers, Black Pepper, Garlic, Onion, and other Natural Herbs  Spices.  Manufactured by Ole Ray's Sauces		Ole Ray's Sauces	Ole Ray's Sauces	7.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/3b77c9433acc124aaa10bce1a8dc45e9_large.jpeg?v=1431633984			
CHCHORSS_959	Ole Ray's Sloppy Sauce	Ole Ray's Sloppy Sauce				9.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/16de2d99aec773618cc30f25fdf14720_large.jpeg?v=1428280090			
CHCHORSBS_960	Ole Ray's Steak & Brisket Sauce	A spicy blend of Old south flavors. Delicious on beef brisket, chicken, etc. Excellent for basting or as a marinade. Mix 1/3 Apple Cider Vinegar with 2/3 Sauce. Ingredients: Yellow Mustard, Tomato Paste, Brown Sugar, Worcestershire Sauce, Honey, Corn Syrup, Apple Cider Vinegar, Apple Juice Concentrate, Natural Hickory Smoke Flavor, Lemon Juice, Cayenne Pepper, Cinnamon, Garlic  Onion Powder  Spices. Brand: Ole Ray's Sauces Bottled for Ole Ray's Sauces		Ole Ray's Sauces	Ole Ray's Sauces	10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/0f8d72f85a22111b2fa677283f1b49d6_large.jpeg?v=1428280133			
CHCHPIGB1S_961	Pain is Good Batch #114 Salsa	Pain is Good Batch #114 Salsa (15.5 FL.OZ. / 440 g): The Bajan version of the popular Pain is Good salsas. In the jungles of Jamaica, far from the soft, white beaches and luxury resorts, there is a small shack with a small garden. In the garden, Scotch Bonnet and Habanero Peppers are grown. In the shack, Jerk Sauce is made with them. In the mouths of those who eat it, a strange voodoo begins to take hold, consuming the body, mind, and soul in a fiery, hypnotic euphoria. In this bottle is that sauce. In this world there is not sensation quite like it. Pain is Good.  Ingredients: Diced Tomatoes, Water, Crushed Pineapple, Tomato Paste, Pineapple Juice, Habanero Mash, Jalapeno Peppers, Diced Green Chiles, Chopped Garlic, Jerk Seasoning, and Spices.  Manufactured by Original Juan		Original Juan	Original Juan	9.25	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/d302bb63bfe398fc630a9c53a6754dbb_large.jpeg?v=1428282017			
CHCHPIGB2HS_962	Pain is Good Batch #218 Hot Sauce	  Pain is Good Batch #218 Hot Sauce (6.75 FL.OZ. / 200 ml): Deep in the bayou on the edge of the swamp, gators sun, crawfish boil, and etouffee simmers. It was there Cajun hot sauce was born of cayenne and Tabasco peppers, where the term "cajun" meant french heritage and hot food. That heritage has transcended the past, that pushes through the portals of time to heat, to flavor, and Mardi Gras. Pain is Good. Ingredients: Malt Vinegar, Habanero and Cayenne Peppers, Water, Tomato Paste, Corn Syrup, Fructose, Distilled Vinegar, Worchestershire Sauce, Spices, Garlic, Lime Concentrate, Brown Sugar, Seasoned Salt, Onion Powder, Liquid Smoke, and Salt. Brand: Pain is Good Hot Sauces   Manufactured by Captain Foods		Captain Foods	Pain is Good Hot Sauces	9.75	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/e3fef6fb0e5618deeb4298d2b4aaabaa_large.jpeg?v=1428282077			
CHCHPIGB2S_963	Pain is Good Batch #218 Salsa	Pain is Good Batch #218 Salsa (15.5 FL.OZ. / 440 g): Deep in the Bayou on the edge of the swamp, gators sun, crawfish boil, and ettoufee simmers. It is there that Cajun hot sauce was born of cayenne and tabasco peppers, where the term coonass meant French heritage and hot food. Now Batch #218 Salsa has arrived. That heritage has transcended the past, that puches through even the prtals of time to heat, to flavor, and to Mardi Gras. Pain is good. Ingredients: Tomatoes, Fresh Onions, Chipotles in Adobo, Fresh Bell Peppers, Roasted Garlic, Jalapeno Peppers, Cider Vinegar, and Spices.  Manufactured by Original Juan		Original Juan	Original Juan	9.25	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/c21ac6d84deda266208988d7d9b89604_large.jpeg?v=1431637312			
CHCHPIGB3GHS_964	Pain is Good Batch #37 Garlic Hot Sauce	 Pain is Good Batch #37 Garlic Hot Sauce (6.75 FL.OZ. / 200 ml): There is a point where pleasure and pain intersect. A doorway to a new dimension of sensual euphoria. Where fire both burns and soothes. Where heat engulfs every neuron within you. Once the line is crossed, once the bottle is opened, once it touches your lips, there is no going back. Pain is Good. Ingredients: Carrots, Habanero Peppers, Water, Distilled Vinegar, Minced Garlic, Garlic Puree, Salt, Mustard Seed, Onion Powder, Olive Oil, Lime Juice Concentrate, Lemon Juice Concentrate, Tumeric, Spices, and Garlic Powder. Brand: Pain is Good Hot Sauces  Manufacturer: Original Juan		Original Juan	Pain is Good Hot Sauces	9.75	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/a64084cc0986730bb7dc3dcd4aaa3c4f_large.jpeg?v=1428282326			
CHCHPIGB3S_965	Pain is Good Batch #37 Salsa	Pain is Good Batch #37 Salsa (15.5 FL.OZ. / 440 g): That's right, now there are salsa versions of the wildly popular Pain Is Good hot sauces from Original Juan. Mo is a deadly-serious heat junkie. HeÃ†s rumored to have created the recipe for Batch #37 Habanero Garlic Salsa while on a camping trip in the Mohave Desert. Featuring habeneros, jalapenos and, of course, garlic, this salsa recreates the intense heat, profuse sweat and fantastic mirages of extreme climates. Ingredients: Diced Tomatoes, Water, Tomato Paste, Diced Yellow Onions, Bell Peppers, Jalapeno Peppers, Habanero Peppers, Chopped Garlic, Cider Vinegar, White Vinegar, and Spices.  Manufactured by Original Juan		Original Juan	Original Juan	9.25	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/2c91d0410aa9a13556df3816bdafe0f0_large.jpeg?v=1431637407			
CHCHPIGBBCWS_966	Pain is Good Buffalo Blue Cheese Wing Sauce	Ingredients: Red Pepper Sauce (Aged Red Cayenne Peppers, Distilled Vinegar, Salt, Garlic), Water, Brown Sugar, Apple Cider Vinegar, Canola Oil, Extra Virgin Olive Oil, Mustard Seed, Corn Starch, Spices, Garlic Granules, Natural Blue Cheese Flavoring (Soybean Oil, Natural Flavoring), Blue Cheese Crumbles (Pasturized Milk, Cheese Culture, Salt, Enzymes). Contains: Milk Brand: Pain is Good Manufacturer: Original Juan Specialty Foods		Original Juan Specialty Foods	Pain is Good	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/8f4d0c0278e0502b0138ad20a4643fde_large.jpeg?v=1428282496			
CHCHPIGCHS_967	Pain is Good Cayenne Hot Sauce	Most Wanted Pain is Good Cayenne Hot Sauce (7oz./198g) Ingredients: Aged Cayenne Peppers (Cayenne Peppers, Salt), Vinegar, Water, Sugar, Malt Vinegar, Tomato Paste, Garlic Powder, Salt, Cayenne Powder, Celery Powder, Natural Thickener (Xanthan Gum, Guar Gum, Sodium Alginate), Spices, Ascorbic Acid (Vitamin C). Contains: Gluten				9.75	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/b921e420880cf8d93844ee95eddaf22a_large.jpeg?v=1437166956			
CHCHPIGDJWHS6_968	Pain is Good Diva Jalapeno Wasabi Hot Sauce #66	 Pain is Good Diva Jalapeno Wasabi Hot Sauce #66 (6.75 FL.OZ. / 191 g): A great tasting jalapeno sauce with a touch of wasabi for all those divine divas out there. From the Asian kitchens float the aromas of fresh ingredients and unique seasoningsÃ  then comes the finishing touchÃ  WasabiÃ  the pure fresh heat that ingnites the flavors of the Orient. Discover new sensations and why in Japan they call Wasabi Namida, the word for tear. Shed your own joy with Pain is Good Batch #66 Jalapeno Wasabi Hot Sauce. Ingredients: Jalapeno Mas, Horseradish, Water, White Vinegar, Corn Syrup, Orange Juice, Ground Mustard, Wasabi, Ginger, and Spices. Brand: Pain is Good Hot Sauces Manufacturer: Original Juan		Original Juan	Pain is Good Hot Sauces	9.50	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/8a9702809536c067eb02192f29211c1b_large.jpeg?v=1428282766			
CHCHPIGFRGSHS_969	Pain Is Good Fire Roasted Green Srirach-AH Hot Sauce	Ingredients: Fire Roasted Jalapenos, Water, Distilled Vinegar, Garlic Powder, Sugar, Salt, Ascorbic Acid, Citric Acid, Xanthan Gum, Calcium Chloride. Brand: Pain is Good Hot Sauces Manufacturer: Original Juan Specialty Foods Inc.		Original Juan Specialty Foods Inc	Pain is Good Hot Sauces	9.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/a1c56067a9743340ec76234554b22edd_large.jpeg?v=1428282828			
CHCHPIGSHHWS_970	Pain Is Good Spicy Honey Habanero Wing Sauce	Ingredients: Red Pepper Sauce (Aged Red Cayenne Peppers, Distilled Vinegar, Salt, Garlic), Water, Habanero Peppers, Honey, Apple Cider Vinegar, Canola Oil, Extra Virgin Olive Oil, Brown Sugar, Tomato Paste, Salt, Corn Starch, Spices. Brand: Pain Is Good Manufacturer: Original Juan Specialty Foods		Original Juan Specialty Foods	Pain Is Good	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/12dadc908b1bccf6e37f974985813fef_large.jpeg?v=1428282891			
CHCHPIGSHS_971	Pain Is Good Sriracha Hot Sauce	Ingredients: Red Chiles, Water, Cane Sugar, Vinegar, Salt, Dried Garlic, Acetic Acid (Vitamin C). Brand: Pain is Good Hot Sauces Manufacturer: Original Juan Specialty Foods Inc.		Original Juan Specialty Foods Inc	Pain is Good Hot Sauces	9.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/8efb64fb8b498f265489a4a972516fa0_large.jpeg?v=1428282939			
CHCHPPPDRHS_972	Palmetto Pepper Potions Daily Red Hot Sauce	  Give us this day our Daily Red. This irresistible elixir fires up scrambled eggs, grits, oysters, burgers, hot dogs, fries, fish, shrimp, chicken, ribs, grilled vegetables, cheeses, sandwiches, wraps, quesadillas, soups, pizza and pasta dishes.Palmetto Pepper Potionsâ„¢ sauces are handcrafted for superbly balanced flavor, harmonized with exceptional fire. Try Larynx Lavaâ„¢, Molten Goldenâ„¢, and Trenholm Venomâ„¢. Manufactured by Fireworks Fiery Food Merchants		Fireworks Fiery Food Merchants	Fireworks Fiery Food Merchants	12.50	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/d179b67ca87bc1b15b3b0a222e0cc342_large.jpeg?v=1428282989			
CHCHPPPLLHS_973	Palmetto Pepper Potions Larynx Lava Hot Sauce	  Palmetto Pepper Potions Larynx Lava Hot Sauce (5.7 FL.OZ. / 169 ml): Larynx Lava is a journey for your tastebuds. Red habaneros are kissed with an afterglow of tangerine, ginger, and fresh herbs. Try Larynx Lava on grilled scallops, crab cakes, shrimp, chicken, veal, pork, sushi, stir-fry dishes, cheeses, vegetables, wraps, and sandwiches. Ingredients: Pineapple, Red Habanero Peppers, Fresh Onions, Fresh Ginger Root, Fresh Garlic, Distilled Vinegar, Fresh Lime, Fresh Tangerine, Fresh Orange, Fresh Herbs, Honey, Seasonings, Spices, Citric Acid, Xanthan Gum, and Kosher Salt.   Manufactured by Fireworks Fiery Food Merchants		Fireworks Fiery Food Merchants	Fireworks Fiery Food Merchants	12.50	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/0822730c8f66e96cf86b911e99cf335d_large.jpeg?v=1428283038			
CHCHPPPMGHS_974	Palmetto Pepper Potions Molten Golden Hot Sauce	  A Caribbean treasure bursting with fresh mangoes, cumin and curry in a mustard brew. Great on chicken, beef, barbecue, ham, sausage, hot dogs, burgers, seafood, vegetables, macaroni and cheese, deviled eggs, pasta salad and sandwiches. Palmetto Pepper Potions sauces are handcrafted for superbly balanced flavor, harmonized with exceptional fire. Inspired by the beauty, hospitality and heat of South Carolina. Manufactured by Fireworks Fiery Food Merchants		Fireworks Fiery Food Merchants	Fireworks Fiery Food Merchants	12.50	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/117f9ec0f02e565761219cb4f67f231d_large.jpeg?v=1428283088			
CHCHPPPTVHS_975	Palmetto Pepper Potions Trenholm Venom Hot Sauce	  Trenholm* Rhymes with Venom. The name of a legendary shipping captain fits our hottest sauce yet. Trenholm Venom rages with fire-roasted red peppers, red habaneros, South Carolina peaches, a touch of ginger, garlic, fresh herbs and molasses. Savor it on salmon, oysters, scallops, shrimp, pork tenderloin, beef, lamb, veal, grilled chicken wings, sandwiches, cheeses and roasted vegetables. Manufactured by Fireworks Fiery Food Merchants		Fireworks Fiery Food Merchants	Fireworks Fiery Food Merchants	12.50	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/d80d8b0c7c6a8cdb7cc64d871ab16127_large.jpeg?v=1428283138			
CHCHPCHS_976	Panola Clearly Hot Sauce	 Panola Clearly Hot Sauce (5 FL.OZ. / 148 ml): Talk about unique presentation. The Panola Company has put a new twist on pepper vinegar... and they've really hit on something. Ingredients: Vinegar, Peppers, Onion Juice, Garlic, Salt and Natural Flavorings. Brand: Panola Hot Sauces  Manufacturer: Panola Pepper Corp		Panola Pepper Corp	Panola Hot Sauces	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/265cc5f1a3035d1cc2bda7389b32e26d_large.jpeg?v=1437059403			
CHCHOFDAATHS_977	One Fuckin' Drop at a Time Hot Sauce	  One Fuckin' Drop at a Time Hot Sauce (4 FL.OZ. / 118.4 ml): One drop and you'll be as hot as fuckin' fire. We warned you. This is a serious fuckin' hot sauce. That's right we said it-- because we had to. There is no other way to describe just how hot this sauce is. I suppose we could have said, it is like the fiery depths of hell or that it is ass-burning and even keep away from pets or small children and avoid contact with sensitive areas, but that just seems so wordy. The sauce is hot as fuck. Succinct, to the point -- no beating around the bush. Honesty is always the best policy, isn't it? If this sauce burns intensely, do not be afraid to let it out. Scream fuck at the top of your lungs. You will feel better. There is no better verbal therapy. Ingredients: Habanero Peppers, Water, African Oleoresin, Scotch Bonnet Peppers, Salt, Onion, Vegetable Oil, Acetic Acid, Garlic and Xanthan Gum.   Manufactured by Figueroa Brothers		Figueroa Brothers	Figueroa Brothers	12.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/41e7d6e07d67e35eaa24a8e1a7b3d70b_large.jpeg?v=1428280316			
CHCHOKHS_978	Orange Krush Hot Sauce	 Orange Krush Hot Sauce (5.7 FL.OZ. / 148 ml): This sauce will sizzle your brain. Your hair will stand straight up as you try this bright orange beauty. Ingredients: Orange Habanero Peppers, Celery Seed, Red Pepper, Black Pepper, Bay Leaf, Clove, Allspice, Ginger, Mace, Cardamom, and Cinnamon. Brand: Orange Krush Hot Sauce  Manufacturer: Sauce Crafters		Sauce Crafters	Orange Krush Hot Sauce	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/84558278504a9cfdf0aa80e30d2976fb_large.jpeg?v=1428280368			
