SKU	Product Name	Product Description	Bullet Points	Manufacturer	Brand Name	Price	Currency	In Stock	Image URL	Image URL1	Image URL2	
CHCHMTHSS_911	Meow! That's Hot! - Siamese Sizzler	Meow! That's Hot! Siamese Sizzler ( 5 oz./150 ml) Now things are really heating up! Our Asian influenced sauce has the tang of oranges, the bite of ginger root, the soothing coolness of cilantro, and the unmistakable heat of Thai chiles. It is a natural in any stir-fry, and goes great with poultry and seafood. Weâ€™ve even grown fond of adding just a dash to the cooking oil for popcorn! Manufactured by Meow! That's Hot!		Meow! That's Hot!	Meow! That's Hot!	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/1f0b2dad9a7e06134b960d7f194d0a7f_large.jpeg?v=1428276465			
CHCHMTHBB_912	Meow! That's Hot! Bengal Burn!	Meow! That's Hot! Bengal Burn! ( 5oz./150 ml )Our hottest yet! This sauce gets its deep purple colour from blueberries and blackberries. It looks innocent enough, but soon the Habanero and JalapeÃ±o peppers kick in and youâ€™ll be begging for mercy. The Burn is rounded out nicely by oranges, ginger and honey and works well with venison, wild fowl and pork dishes. Ingredients: red wine vinegar, blueberries, blackberries, jalapeno, habanero chiles, honey, onion, oranges, ginger, garlic, spices, salt. Manufactured by Meow! That's Hot!		Meow! That's Hot!	Meow! That's Hot!	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/e5a13b1ba87704f861019ec6a6916c52_large.jpeg?v=1428276550			
CHCHMMCBS_929	Mountain Man Chipotle BBQ Sauce	 Mountain Man Chipotle BBQ Sauce (12oz./355ml) Ingredients: Ketchup (tomato concentrate (water, tomato paste), high fructose corn syrup, corn syrup, vinegar, salt, onion powder, spice, natural flavors), honey, mustard, molasses, onion, red wine vinegar, Worcestershire sauce (distilled vinegar, molasses, corn syrup, water, salt, caramel color, sugar, spices, anchovies, natural flavor, tamarind), brown sugar, liquid smoke, hot sauce (aged red peppers, distilled vinegar, salt), garlic and spices. Manufacturer: Sauce Crafters		Sauce Crafters	Sauce Crafters	8.95	CDN	N	//cdn.shopify.com/s/files/1/0188/0032/products/asset_f9fc3998-0a19-484c-8928-c7393996f128_large.jpg?v=1428277466			
CHCHMMCPS_930	Mountain Man Chipotle Pepper Sauce	 Here it is. This absolutlely delicious chipotle sauce will satisfy your desire for authentic Mexican flavor. Once you try it you won't want to stop using it. This tasty sauce compliments a variety of foods, like eggs, hash browns, steak and chicken, subs and anything else you can think of. Not too hot, just right. Live Life on the Edge... (5 fl. oz.). Ingredients: Aged Red Peppers, Distilled Vinegar, Salt, Garlic, Chipotle Peppers, Spices and Xanthan Gum. Brand: Mountain Man Hot Sauce. Manufacturer: Sauce Crafters		Sauce Crafters	Mountain Man Hot Sauce.	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/616136665506d15975b74edabc3f51a0_large.jpeg?v=1428277513			
CHCHMMCGACHS_931	Mountain Man Corn Garlic and Chipotle Hot Sauce	  Mountain man Corn Garlic and Chipotle Hot Sauce (5 FL.OZ. / 148 ml): From a micro-saucery in the Catskill Mountains comes a creative sauce made from the chipotle pepper. Blended with roasted corn and garlic, the texture and flavor are amazingly smooth, at once smoky and tangy with just a hint of sweetness. This sauce brings you the best from the South West. One taste will put you in a corner cafe somewhere in Sante Fe. This blend of corn, garlic, and chipotle peppers will add a smooth and flavorful puch to almost any dish. Use it to greatly enhance anything on the Tex-Mex menu. Put some on your hamburgers or even your eggs. Ingredients: Roasted Corn, Apple Cider Vinegar, Chipotle Chiles, Water, Tomoato, Roasted Garlic, Onion, Molasses, and Sea Salt. Brand: Mountainman Hot Sauces Manufactured by Catskill Mountain Specialties		Catskill Mountain Specialties	Mountainman Hot Sauces	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/b4e6a730107493a7de306c1550fe06b8_large.jpeg?v=1428277612			
CHCHMMFRHHS_932	Mountain Man Fire Roasted Habanero Hot Sauce	  Mountain Man Fire Roasted Habanero Hot Sauce (5 FL.OZ. / 148 ml): When you taste this sauce it's going to set you free. Your imagination will go to new heights. You'll be running down the mountain trails with Grizzly Bears. Climbing huge trees and diving into streams face first after salmon. Then you will find yourself on the mountain's peak... roaring into the darkness, realizing for just a moment that you are a real Mountain Man. All of that with just one serving of our fire roasted habanero sauce. Live life on the Edge... Ingredients: Roasted Habanero Peppers, Vinegar and Salt. Brand: Mountain Man Hot Sauces   Manufactured by Catskill Mountain Specialties		Catskill Mountain Specialties	Mountain Man Hot Sauces	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/b1d7694a69428cb985d898a69b7814bc_large.jpeg?v=1428277683			
CHCHMMGPS_933	Mountain Man Garlic Pepper Sauce	 To all you garlic lovers out there, here's your sauce! This perfect blend of aged red peppers and garlic will bring an irresistible flavor to any meal. So here's to your health, pour it on, it's good for you! This sauce tastes great with omelets, subs, chicken, steaks, raw clams, oysters, and even Bloody Marys. Live Life on the Edge... (5 fl. oz.). Ingredients: Aged Red Peppers, Distilled Vinegar, Salt, Garlic, Spices and Xanthan Gum. Brand: Mountain Man Hot Sauce. Manufacturer: Sauce Crafters		Sauce Crafters	Mountain Man Hot Sauce.	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/dde9f1d6a839d361f476c6d83aca2d95_large.jpeg?v=1428277732			
CHCHMBGEHS_934	Mr. Blister's Garlic Extreme Hot Sauce	Mr. Blister's Garlic Extreme Hot Sauce (5 FL.OZ. / 150 ml): This one is sure to leave blisters in your mouth. A medium hot sauce with too much Garlic. Ingredients: Cayenne Peppers, Minced Garlic, Onion, Water, Vinegar, Spices, and Sea Salt.  Manufactured by Hongry Hawg		Hongry Hawg	Hongry Hawg	9.50	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/aaa1b7445b779d969c8ebd6bf1e22d22_large.jpeg?v=1428277788			
CHCHNCS_935	N'awlins Carnival Sauce	N'awlins Carnival Sauce (5 oz/148 ml) Ingredients: cayenne peppers, salt, vinegar and xanthan gum. Manufactured by Figueroa Brothers		Figueroa Brothers	Figueroa Brothers	5.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/c8c7f2aa4f297a1edaf9c8f825cffa28_large.jpeg?v=1428277851			
CHCHNHS_936	Nachomama's Hot Sauce	Ingredients: Distilled Vinegar, Habanero and Tabasco Peppers, Salt, Xanthan Gum. Brand: Nachomama's Manufacturer: HotSauce4U		HotSauce4U	Nachomama's	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/97fcaf629fb3ae4375afeb0420eb6445_large.jpeg?v=1428277891			
CHCHNHS_937	Nagasoreass Hot Sauce	Nagasoreass Hot Sauce (5 FL.OZ. / 148ml): Warning! This fiery sauce is as vicious as the creature portrayed on the label! It's a tasty blend, made with the World's two hottest chiles! This raptoresque elixir will devour your taste buds, leave a fiery trail through your system, and bite once more when leaving. Watch Out! It could leave you with a Soreass! Ingredients: Chiles (Red Savina, Naga Jolokia), Vinegar, Onion, Tomatoes, Lemon Juice, Garlic, Salt, and Spices.				11.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/b3d79616708c06f7176d15361a6fe805_large.jpeg?v=1428277933			
CHCHNHAHS_938	Neal's Hairy Ass Hot Sauce	 Neal's Hairy Ass Hot Sauce (5 FL.OZ. / 148 ml): You'll wake up with an ass as smooth as a baby's behind. An unexpected explosion of taste and spices. Not for the faint of heart. This sauce is for the true hot sauce lover. Warning: If you have hemmorrhoids avoid this sauce - kidding. Consumers with a hairy butt need not worry. Tomorrow you will be as smooth as a baby's bottom. This sauce will burn the hair off you ass. An unexpected explosion of taste and spices. Ingredients: Vinegar, Tomatoes, Oninos, Habanero Peppers, Serrano Peppers, Spices, Garlic. Brand: Neal's Hot Sauces  Manufacturer: Sauce Crafters		Sauce Crafters	Neal's Hot Sauces	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/43c25edcf3cebc5ba16a85da77d9048c_large.jpeg?v=1428277997			
CHCHNHBHS_939	Neal's Hot & Bothered Hot Sauce	 Do you like a little tease? Does it make you hot? Well wait until Neal's Hot  Bothered explodes in your mouth. A little tease is always more exciting...even in a sauce. Hot  Bothered will leave you green with envy for more. A delicious, yet mild sauce to enhance everything you can pour it on from eggs to steak, from pizza to enchiladas. This little bottle is packed with flavor and a hint of heat. (5 fl. oz.)                       Ingredients: Tamatillos, Serrano Peppers, Onions, Vinegar, Cilantro, Garlic, Oil, Salt and Xanthan Gum. Brand: Neal's Hot  Bothered Manufacturer: Neal's Hot  Bothered		Neal's Hot &amp; Bothered	Neal's Hot &amp; Bothered	9.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/bfdf8bed0d8e4e0bc069fa91315ae9c1_large.jpeg?v=1428278074			
CHCHNMCP_940	New Mex Chile Pods	New Mexico Chile Pods (3 oz/85 g) Recipe on back! Manufactured by Los Chileros		Los Chileros	Los Chileros	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/Chile_Pods_New_Mexico_large.jpg?v=1428278141			
CHCHNMCCG_941	New Mexico Chile Caribe - Green	New Mexico Chile Caribe - Green (1 oz/28 g) Crushed New Mexico green chile adds a distinctive flavor to salsas, soups and rubs. Use crushed chile as a spice. Manufactured by Los Chileros		Los Chileros	Los Chileros	9.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/Green_Chile_Caribe_large.jpg?v=1428278204			
CHCHNMCCR_942	New Mexico Chile Caribe - Red	New Mexico Chile Caribe - Red (6 oz/170 g) Crushed New Mexico red chile adds a distinctive flavor to salsas, soups and rubs. Use crushed chile as a spice. Recipe on back! Manufactured by Los Chileros		Los Chileros	Los Chileros	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/Chile_Caribe_large.jpg?v=1428278253			
CHCHNMGCW_943	New Mexico Green Chile Whole	New Mexico Green Chile Whole (0.75 oz) We use only the finest New Mexico green chiles for this one. An essential for Southwestern cooking.  Manufactured by Los Chileros		Los Chileros	Los Chileros	13.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/Green_Chile_large.jpg?v=1428279115			
CHCHNSTIHHS_944	No Shit. This is Hot Hot Sauce	No Shit. This is Hot Hot Sauce (5 FL.OZ. / 148 ml): Warning: Do not use this hot sauce in the bathroom. We will not be responsible for spontaneous farts. Ingredients: Apple Cider Vinegar, Two Varieties of Habanero Peppers, Cayenne Pepper Mash, Ginger Puree, Clear Well Water, Garlic Juice, Sweet Potatoes, Molasses, Clear Shoyu, Salt, Key Lime Juice, Natural Flavorings and Spices.  Manufactured by Peppers		Peppers	Peppers	11.75	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/c9bc39fe14a9678e4fa420147292739f_large.jpeg?v=1428279347			
CHCHMTHMM_913	Meow! That's Hot! Manx Mangler	Meow! That's Hot! Manx Mangler (5 oz./150 ml) Our first sauce with super hots! The distinct fruitiness of strawberries and the freshness of mint are the first tastes youâ€™ll experience with this sauce, but watch out. The fiery intensity of Habanero and Scotch Bonnet chiles team up to really get your motor running. Take a deep breath and sweat it out. Great with lamb and beef, or for a real treat, and unique sensation, try this sauce on vanilla ice cream. Ingredients: red wine vinegar, strawberries, red bell peppers, onion, habanero chiles, scotch bonnet chiles, mint, garlic, spices, salt. Manufactured by Meow! That's Hot!		Meow! That's Hot!	Meow! That's Hot!	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/80a54fe32d7db023fd73fe836bd3105d_large.jpeg?v=1428276604			
CHCHMTHPP_914	Meow! That's Hot! Persian Pyro	Meow! That's Hot! Persian Pyro (5 oz./150 ml) This kitchenâ€™s getting warmer! Ontario peaches are front and centre in this sauce that is loosely based on a traditional chutney. The combined heat of JalapeÃ±o peppers and Thai chiles make this sauce a real scorcher, with a secret blend of herbs and spices that help douse the flames. Try this sauce on as a marinade for pork, chicken or fish. Ingredients: white wine vinegar, jalapeno peppers, peaches, Thai chiles, garlic, cilantro, salt, spices. Manufactured by Meow! That's Hot!		Meow! That's Hot!	Meow! That's Hot!	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/34c495ec9140ea6e394bec392098f60b_large.jpeg?v=1428276716			
CHCHMTHSC_915	Meow! That's Hot! Scaredy Cat	Meow! That's Hot! Scaredy Cat ( 5 oz./ 150 ml) We want to include everyone at the table, so hereâ€™s a sauce for the faint of heart. The combination of tomatoes, ginger, onion and molasses give our mildest sauce a great tangy flavour perfect on burgers, ribs, chicken or beef. Kids love it, and itâ€™s a perfect way for anyone to start their hot sauce adventures. There are no chile peppers at all in this sauce. So the only heat youâ€™ll feel will be from the BBQ. Wimp. Ingredients: tomato, balsamic vinegar, red wine vinegar, molasses, onion, garlic, ginger, honey, salt, spices. Manufactured by Meow! That's Hot!		Meow! That's Hot!	Meow! That's Hot!	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/asset_68875754-9b34-4b6f-947c-fd9ebddb34bc_large.jpg?v=1428276767			
CHCHMCI_916	Mexican Chocolate - Ibarra	Mexican Chocolate - Ibarra (19 oz/540 g) Chocolate was the food of the ancient Aztecs who enjoyed it as a beverage mixed with chiles (of course!). Today in Mexico, the cocoa beans used to make chocolate are toasted until theyâ€™re quite dark so the chocolate has a deep richness and complexity. Our Mexican chocolate can be used to create traditional mole sauces, for baking, and of course nibbled on its own or make a hot chocolate. Don't forget the Ancho powder Manufactured by Ibarra		Ibarra	Ibarra	10.25	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/a1f9f891a554a6c84199d5eec45f1911_large.jpeg?v=1428276813			
CHCHMO_917	Mexican Oregano	  Mexican Oregano (14g) Stronger than the Mediterranean variety but at home wherever you would typically use oregano, especially with egg dishes, tomato sauces, soups and stews.				6.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/Mexican_Oragano_large.jpg?v=1361646358			
CHCHMGHS_918	Micanopy Gold Hot Sauce	 Micanopy Gold Hot Sauce (5 FL.OZ. / 150 ml): The Hot version of this excellent sweet before heat hot sauce. Florida's finest: Micanopy Gold Hot Sauce bares the name of Florida's oldest inland town, which is named after the Seminole Indian Chief Micanopy (Mick-a-no-pee), "a king over a king." Micanopy Gold Habanero Hot Sauce is made with fresh "all natural" ingredients. Our unique blending process combined with select spices allows everyone to experience our classic "sweet before heat" flavor and freshness. Ingredients: Tomato Sauce, Distilled Vinegar, Mustard, Cane Syrup, Onions, Bell Peppers, Celery, Habaneros, Minced Garlic, Sugar, and Spices. Brand: Micanopy Sauces  Manufacturer: Micanopy Gold		Micanopy Gold	Micanopy Sauces	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/5af47acb49130efa75f169847f320a76_large.jpeg?v=1428276853			
CHCHMGMHS_919	Micanopy Gold Mild Hot Sauce	 Micanopy Gold Mild Hot Sauce (5 FL.OZ. / 150 ml): The mild version of this excellent sweet before heat hot sauce. Florida's finest: Micanopy Gold Hot Sauce bares the name of Florida's oldest inland town, which is named after the Seminole Indian Chief Micanopy (Mick-a-no-pee), "a king over a king." Micanopy Gold Habanero Hot Sauce is made with fresh "all natural" ingredients. Our unique blending process combined with select spices allows everyone to experience our classic "sweet before heat" flavor and freshness. Ingredients: Tomato Sauce, Distilled Vinegar, Mustard, Cane Syrup, Onions, Bell Peppers, Celery, Habaneros, Minced Garlic, Sugar, and Spices. Brand: Micanopy Sauces  Manufacturer: Micanopy Gold		Micanopy Gold	Micanopy Sauces	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/733cb8dfbcab1fe2bf6b536c4384e3bf_large.jpeg?v=1428276945			
CHCHMGXHS_920	Micanopy Gold Xtra Hot Sauce	 Micanopy Gold Xtra Hot Sauce (5 FL.OZ. / 150 ml): The Ultra Hot version of this excellent sweet before heat hot sauce. . Florida's finest: Micanopy Gold Hot Sauce bares the name of Florida's oldest inland town, which is named after the Seminole Indian Chief Micanopy (Mick-a-no-pee), "a king over a king." Micanopy Gold Habanero Hot Sauce is made with fresh "all natural" ingredients. Our unique blending process combined with select spices allows everyone to experience our classic "sweet before heat" flavor and freshness. Too hot for the timid. Ingredients: Tomato Sauce, Distilled Vinegar, Mustard, Cane Syrup, Onions, Bell Peppers, Celery, Habaneros, Minced Garlic, Sugar, and Spices. Brand: Micanopy Sauces  Manufacturer: Micanopy Gold		Micanopy Gold	Micanopy Sauces	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/ec954d21a33bc014f68155ffdf67c070_large.jpeg?v=1428276986			
CHCHMACCHS_921	Miss Anna's Classic Caribbean Hot Sauce	 Miss Anna's Classic Caribbean Hot Sauce (5oz./148ml) Ingredients: Mustard, vinegar, habanero peppers, onion, garlic, sugar, spices. Brand: Miss Anna's. Manufacturer: Miss Anna's Hot Sauce		Miss Anna's Hot Sauce	Miss Anna's.	10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/23ab170a987c87b6e27045dc9f648d6d_large.jpeg?v=1428277039			
CHCHMAGHHS_922	Miss Anna's Garlic Habanero Hot Sauce	his sauce has all the great flavor of Miss Anna's traditional Hot Pepper Sauce without the curry. The absence of curry, however, is more than replaced by a delicious mix of garlic, mustard, and handcrafted taste. Miss Anna's Garlic Habanero Sauce packs a slightly smaller punch for those who prefer a little less heat. Most importantly, Miss Anna has again crafted an all encompassing bottle of Caribbean flavor.   Ingredients: Habanero Peppers, Vinegar, Water, Garlic, Onion, Mustard, and Salt.     Brand: Miss Anna's   Manufacturer: Crucian Sauces		Crucian Sauces	Miss Anna's	10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/41d0716739f997e307418027ce4f1450_large.jpeg?v=1428277082			
CHCHMAHPS_923	Miss Anna's Hot Pepper Sauce	 Miss Anna's Hot Pepper Sauce (5 FL.OZ. / 148ml): Every bottle of Miss Anna's hot sauce is perfected by Miss Anna herself on the island of St. Croix. She has been delighting the taste buds of the Caribbean for over 36 years. So whether your personal favorite is Miss Anna's Hot Pepper Sauce or her delicious Miss Anna's Seasoning, she invites you to enjoy the unique combination of flavor and family tradition. Ingredients: Habanero Peppers, Vinegar, Water, Onion, Garlic, Mustard, Curry Spices (including Coriander, Cumin, Garlic, Tumeric, and Other Spices), and Salt. Brand: Miss Anna's Manufacturer: Miss Anna's Hot Sauce		Miss Anna's Hot Sauce	Miss Anna's	10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/d43bdb0ef93fc2f2ed6d4a63cc188796_large.jpeg?v=1428277120			
CHCHMHMBCGHS_924	Mo Hotta Mo Betta Cayenne Garlic Hot Sauce	 Mo Hotta Mo Betta Cayenne Garlic Hot Sauce (5 FL.OZ. / 148 ml): Here's to the sweat on your brow, a tear in your eye, and a smile on your face. The cayenne pepper is the darling of Cajun country with its bold, lingering heat and pungent flavor. This sauce blends the lively cayenne with plenty of fresh garlic - a virtual gastronomic jam session. 380 Scoville Units. Ingredients: Cayenne Sauce, Pumpkin Puree, Fresh Garlic, and Brown Rice Syrup. Brand: Mo Hotta Mo Betta Hot Sauces  Manufacturer: Mo Hotta Mo Betta		Mo Hotta Mo Betta	Mo Hotta Mo Betta	8.95	CDN	N	//cdn.shopify.com/s/files/1/0188/0032/products/mo_hotta_cayenne_garlic_large.jpg?v=1428277159			
CHCHMHMBCAHS_925	Mo Hotta Mo Betta Chipotle Adobo Hot Sauce	 Mo Hotta Mo Betta Chipotle Adobo Hot Sauce (5 FL.OZ. / 148 ml): The chipotle pepper, a smoke-dried jalapeno, is the focus of our fiery new sauce. Stewed in a spicy tomato adobo sauce, the peppers have an intense, smoky, slightly sweet flavor that is enhanced by a hint of citrus. Es muy macho - no crybabies, por favor. 300 Scoville Units Ingredients: Orange Juice, Chipotles in Adobo, Cider Vinegar, Tomato Paste, Onion, Garlic, Spices, and Salt. Brand: Mo Hotta Mo Betta Hot Sauces  Manufacturer: Mo Hotta Mo Betta		Mo Hotta Mo Betta	Mo Hotta Mo Betta	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/4a11a6e3b1883541d607e2c9f30a1baa_large.jpeg?v=1428277207			
CHCHMGIJR_926	Momma Grace's Inspired Jerk Rub	 A beautifully blended spice that makes the best Jerk Chicken around! This dry rub marinade captures the flavours of the Caribbean. MSG and Gluten Free. Ingredients: Sea Salt, Spices, Sugar, Dehydrated Garlic, Dehydrated Onion. Brand: Momma Grace's Inspired Jerk Rub Manufacturer: Fire in the Kitchen		Fire in the Kitchen	Fire in the Kitchen	9.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/796d274ff11b1ca73d6604ea0c1b9153_large.jpeg?v=1428277264			
CHCHMHS_927	Mongoose Hot Sauce	Mongoose Hot Sauce (2 fl.oz.): The mongoose feeds on snakes and this one is no exception. This sauce is hotter than Mamba but with a fantastic taste. If you can handle the heat you simply must try this.				22.95	CDN	N	//cdn.shopify.com/s/files/1/0188/0032/products/149dd326cc775f1e4b55f25460129b38_large.jpeg?v=1428277338			
CHCHMMHS_928	Moruga Madness Hot Sauce	 Ingredients: Vinegar, Trinidad Moruga Scorpion Chiles, Sugar, Salt, Garlic, Black Pepper, Chile Caribe, Trinidad Moruga Powder, Lemon Extract, Spices. Brand: Moruga Madness. Manufacturer: Cajohns Fiery Foods Co.		Cajohns Fiery Foods Co.	Moruga Madness.	13.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/70a6747812e79667006632314789a9e7_large.jpeg?v=1428277408			
CHCHNFHS_945	Nuckin' Futs Hot Sauce	 Nuckin' Futs Hot Sauce (5 FL.OZ. / 148 ml): Use at your own risk. Too much will drive you nuts. Shake well and enjoy a taste of Hell. An excellent blend of Habanero and other Peppers. Ingredients: A blend of Habanero and other Peppers, Vinegar, Concentrated Pepper Extract, Citrus Juice, Salt, and Spices. Brand: Nuckin' Futs Hot Sauce  Manufacturer: Porky's Gourmet Foods		Porky's Gourmet Foods	Nuckin' Futs Hot Sauce	11.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/61ca6dd08d64ebbd2c4ee302c9f22ef4_large.jpeg?v=1428279442			
CHCHOHS_946	Oaxacan Hot Sauce	Oaxacan Hot Sauce (5 FL.OZ. / 148ml): When Cortez discovered the vast food markets of the Aztec Empire, he was astonished at the variety of flavors that this new land of the Quetzalqoatl had to offer. Our taco-style Oaxacan Hot Sauce pays tribute to both the bold spirit of the Aztec warriors and those willing to sail half-way around the world to reveal their secrets. Ingredients: Vinegar, Chile Peppers, Brown Sugar, Garlic, Salt, Onion, Cumin.  				8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/75a591a6d12b34ce355e65113b4f513c_large.jpeg?v=1428279481			
CHCHO1ME_947	Oblivion 1/2 Million Extract	Oblivion...disregard this at your peril...   © Grim Reaper Foods Ltd 2013   30mls  of pure, clear, chilli extract with a difference. Dispersible in water.    Ingredients : Oleoresin of Capsicum     The purchaser of Oblivion hereby acknowledges the extreme heat factor of this product and the danger involved if misued. You must be aged 18 or over to buy Oblivion, and should you continue to purchase it, you release Grim Reaper Foods Ltd of all liability and hold us harmless in respect to any claim of damages resulting in the use, consumption, ingestion and/or contact with respect to this product, Grim Reaper's Oblivion. You have been warned...m				24.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/4590da2318a18f729cb146b2c6ecf3e6_large.jpeg?v=1428279523			
CHCHOFHS_948	Ole Fart Hot Sauce	  Ole Fart Hot Sauce (5 FL.OZ. / 150 g): Ole Fart is a BLAST from the past. Made with Rica Red Habanero Peppers. Another great sauce from the Salsarica dirty dozen. Ingredients: Red Habaneros, Carrots, Crillo Peppers, Vinegar, Papaya, Lemon Juice, Salt Food Starch, Onion, Spices, Capsicum Oleoresin, and Ascorbic Acid.   Manufactured by Fireworks Fiery Food Merchants		Fireworks Fiery Food Merchants	Fireworks Fiery Food Merchants	7.25	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/483137c46856ef097748a3f23dc68d72_large.jpeg?v=1428279561			
CHCHORACBS_949	Ole Ray's Apple Cinnamon BBQ Sauce	Ole Ray's Apple Cinnamon BBQ Sauce (16 FL.OZ. / 473 ml): This apple and cinnamon blend is a mild tomato based BBQ sauce with just the right blend of apples and cinnamon. Great on steaks Ribs, Chops, Chicken and Shrimp. For a great marinade or mopping sauce mix equal parts with apple cider vinegar. Ingredients: Tomatoes, Apple Jelly, Lemon Juice, Apple Cider Vinegar, Corn Syrup, Molasses, Yellow Mustard, Brown Sugar, Liquid Smoke, Cayenne Pepper, Caramel, Black Pepper, Cinnamon, Garlic Powder, Onion Powder, and Spices.  Manufactured by Ole Ray's Sauces		Ole Ray's Sauces	Ole Ray's Sauces	10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/57a7894aacc0b5d1ef7aeb22d4cc3f4d_large.jpeg?v=1431637709			
CHCHORBWBACS_950	Ole Ray's Blackberry Wine BBQ and Cooking Sauce	Ole Ray's Blackberry Wine BBQ and Cooking Sauce (13.5 FL.OZ. / 383 g): This new blackberry wine sauce promises a new and exciting flavor with the same great quality as the other Old Ray's sauces. The gourmet taste of this new sauce will leave you craving more. Great for tenderloins, roasts, chops, ribs, chicken, and steaks. Be creative usa as a marinade or basting sauce. Ingredients: Blackberry Jelly, Tomato Puree, Dark Brown Sugar, High Fructose Corn Syrup, Distilled Vinegar, Worcestershire, Burgundy Wine, Yellow Mustard, Apple Cider Vinegar, Lemon Juice, Liquid Smoke, Salt, White Sugar, Hot Chili Pepper Sauce, Garlic Powder, Onion Powder, and Black Pepper.  Manufactured by Ole Ray's Sauces		Ole Ray's Sauces	Ole Ray's Sauces	10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/fd7eb275567b7be23020fb0c0c4e63a5_large.jpeg?v=1428279652			
CHCHORCGBACS_951	Ole Ray's Classic Gold BBQ and Cooking Sauce	Ole Ray's Classic Gold BBQ and Cooking Sauce (12 FL.OZ. / 340 g): Classic Gold Bourbon is a spicy, mustard based BBQ sauce that's great on sausages, pork, and ribs and makes a great dip for pretzels. Now use it while cooking too. Great on steaks, ribs, chops, chicken, and shrimp. For a great marinade or basting sauce mix 2 parts sauce with 1 part apple cider vinegar. Ingredients: Mustard, Brown Sugar, Worcestershire, Water, Apple Cider Vinegar, Lemon Juice, Liquid Smoke, Black Pepper, Honey, Garlic Powder, Onion Powder, and Hot Chili Pepper Sauce. Manufactured by Ole Ray's Sauces		Ole Ray's Sauces	Ole Ray's Sauces	11.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/e79439a7f2d96c8889f86f4d4289824d_large.jpeg?v=1428279698			
CHCHORGSHS_952	Ole Ray's Get Sauced!!! Hot Sauce	Ingredients: Vinegar, Cayenne Chiles, Sugar, Salt, Garlic, Black Pepper, Chile Caribe, Habanero Powder, Lemon Extract, Spices. Brand: Ole Ray's Bottled for Ole Ray's Sauces		Ole Ray's	Ole Ray's	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/7473a258df875190cdaaba6b8b705ccf_large.jpeg?v=1420575010			
